Entry	Entry name	Gene names
P60033	CD81_HUMAN	CD81 TAPA1 TSPAN28
P60568	IL2_HUMAN	IL2
P60709	ACTB_HUMAN	ACTB
P60880	SNP25_HUMAN	SNAP25 SNAP
P61158	ARP3_HUMAN	ACTR3 ARP3
P61160	ARP2_HUMAN	ACTR2 ARP2
P61278	SMS_HUMAN	SST
P61289	PSME3_HUMAN	PSME3
P61812	TGFB2_HUMAN	TGFB2
P61956	SUMO2_HUMAN	SUMO2 SMT3B SMT3H2
P61964	WDR5_HUMAN	WDR5 BIG3
P61981	1433G_HUMAN	YWHAG
P62166	NCS1_HUMAN	NCS1 FLUP FREQ
P62258	1433E_HUMAN	YWHAE
P62330	ARF6_HUMAN	ARF6
P62745	RHOB_HUMAN	RHOB ARH6 ARHB
P62753	RS6_HUMAN	RPS6 OK/SW-cl.2
P62805	H4_HUMAN	H4C1 H4/A H4FA HIST1H4A; H4C2 H4/I H4FI HIST1H4B; H4C3 H4/G H4FG HIST1H4C; H4C4 H4/B H4FB HIST1H4D; H4C5 H4/J H4FJ HIST1H4E; H4C6 H4/C H4FC HIST1H4F; H4C8 H4/H H4FH HIST1H4H; H4C9 H4/M H4FM HIST1H4I; H4C11 H4/E H4FE HIST1H4J; H4C12 H4/D H4FD HIST1H4K; H4C13 H4/K H4FK HIST1H4L; H4C14 H4/N H4F2 H4FN HIST2H4 HIST2H4A; H4C15 H4/O H4FO HIST2H4B; H4-16 HIST4H4
P62826	RAN_HUMAN	RAN ARA24 OK/SW-cl.81
P62993	GRB2_HUMAN	GRB2 ASH
P63092	GNAS2_HUMAN	GNAS GNAS1 GSP
P63096	GNAI1_HUMAN	GNAI1
P63104	1433Z_HUMAN	YWHAZ
P63165	SUMO1_HUMAN	SUMO1 SMT3C SMT3H3 UBL1 OK/SW-cl.43
P63241	IF5A1_HUMAN	EIF5A
P67936	TPM4_HUMAN	TPM4
P68104	EF1A1_HUMAN	EEF1A1 EEF1A EF1A LENG7
P68363	TBA1B_HUMAN	TUBA1B
P68366	TBA4A_HUMAN	TUBA4A TUBA1
P68371	TBB4B_HUMAN	TUBB4B TUBB2C
P68871	HBB_HUMAN	HBB
P69905	HBA_HUMAN	HBA1; HBA2
P78352	DLG4_HUMAN	DLG4 PSD95
P78380	OLR1_HUMAN	OLR1 CLEC8A LOX1
P78381	S35A2_HUMAN	SLC35A2 UGALT UGT UGTL
P78504	JAG1_HUMAN	JAG1 JAGL1
P79483	DRB3_HUMAN	HLA-DRB3
P80098	CCL7_HUMAN	CCL7 MCP3 SCYA6 SCYA7
P80370	DLK1_HUMAN	DLK1 DLK
P81172	HEPC_HUMAN	HAMP HEPC LEAP1 UNQ487/PRO1003
P83436	COG7_HUMAN	COG7 UNQ3082/PRO10013
P83916	CBX1_HUMAN	CBX1 CBX
P84077	ARF1_HUMAN	ARF1
P84085	ARF5_HUMAN	ARF5
P98077	SHC2_HUMAN	SHC2 SCK SHCB
P98088	MUC5A_HUMAN	MUC5AC MUC5
P98174	FGD1_HUMAN	FGD1 FGDY ZFYVE3
P98179	RBM3_HUMAN	RBM3 RNPL
P99999	CYC_HUMAN	CYCS CYC
Q00325	MPCP_HUMAN	SLC25A3 PHC OK/SW-cl.48
Q00341	VIGLN_HUMAN	HDLBP HBP VGL
Q00610	CLH1_HUMAN	CLTC CLH17 CLTCL2 KIAA0034
Q00765	REEP5_HUMAN	REEP5 C5orf18 DP1 TB2
Q00839	HNRPU_HUMAN	HNRNPU C1orf199 HNRPU SAFA U21.1
Q01105	SET_HUMAN	SET
Q01453	PMP22_HUMAN	PMP22 GAS3
Q01469	FABP5_HUMAN	FABP5
Q01650	LAT1_HUMAN	SLC7A5 CD98LC LAT1 MPE16
Q01844	EWS_HUMAN	EWSR1 EWS
Q01959	SC6A3_HUMAN	SLC6A3 DAT1
Q02161	RHD_HUMAN	RHD
Q02224	CENPE_HUMAN	CENPE
Q02241	KIF23_HUMAN	KIF23 KNSL5 MKLP1
Q02952	AKA12_HUMAN	AKAP12 AKAP250
Q03111	ENL_HUMAN	MLLT1 ENL LTG19 YEATS1
Q03113	GNA12_HUMAN	GNA12
Q03135	CAV1_HUMAN	CAV1 CAV
Q04721	NOTC2_HUMAN	NOTCH2
Q04917	1433F_HUMAN	YWHAH YWHA1
Q05639	EF1A2_HUMAN	EEF1A2 EEF1AL STN
Q05940	VMAT2_HUMAN	SLC18A2 SVMT VMAT2
Q05BQ5	MBTD1_HUMAN	MBTD1
Q06323	PSME1_HUMAN	PSME1 IFI5111
Q06495	NPT2A_HUMAN	SLC34A1 NPT2 SLC17A2
Q06609	RAD51_HUMAN	RAD51 RAD51A RECA
Q07065	CKAP4_HUMAN	CKAP4
Q07157	ZO1_HUMAN	TJP1 ZO1
Q07820	MCL1_HUMAN	MCL1 BCL2L3
Q07889	SOS1_HUMAN	SOS1
Q07955	SRSF1_HUMAN	SRSF1 ASF SF2 SF2P33 SFRS1 OK/SW-cl.3
Q08357	S20A2_HUMAN	SLC20A2 GLVR2 PIT2
Q08431	MFGM_HUMAN	MFGE8
Q09428	ABCC8_HUMAN	ABCC8 HRINS SUR SUR1
Q09666	AHNK_HUMAN	AHNAK PM227
Q0Z7S8	FABP9_HUMAN	FABP9
Q10713	MPPA_HUMAN	PMPCA INPP5E KIAA0123 MPPA
Q12756	KIF1A_HUMAN	KIF1A ATSV C2orf20
Q12830	BPTF_HUMAN	BPTF FAC1 FALZ
Q12840	KIF5A_HUMAN	KIF5A NKHC1
Q12888	TP53B_HUMAN	TP53BP1
Q12904	AIMP1_HUMAN	AIMP1 EMAP2 SCYE1
Q12905	ILF2_HUMAN	ILF2 NF45 PRO3063
Q12908	NTCP2_HUMAN	SLC10A2 ASBT ISBT NTCP2
Q12931	TRAP1_HUMAN	TRAP1 HSP75
Q13018	PLA2R_HUMAN	PLA2R1 CLEC13C
Q13123	RED_HUMAN	IK RED RER
Q13148	TADBP_HUMAN	TARDBP TDP43
Q13183	S13A2_HUMAN	SLC13A2 NADC1 SDCT1
Q13185	CBX3_HUMAN	CBX3
Q13242	SRSF9_HUMAN	SRSF9 SFRS9 SRP30C
Q13310	PABP4_HUMAN	PABPC4 APP1 PABP4
Q13322	GRB10_HUMAN	GRB10 GRBIR KIAA0207
Q13336	UT1_HUMAN	SLC14A1 HUT11 JK RACH1 UT1 UTE
Q13342	SP140_HUMAN	SP140 LYSP100
Q13347	EIF3I_HUMAN	EIF3I EIF3S2 TRIP1
Q13409	DC1I2_HUMAN	DYNC1I2 DNCI2 DNCIC2
Q13421	MSLN_HUMAN	MSLN MPF
Q13435	SF3B2_HUMAN	SF3B2 SAP145
Q13477	MADCA_HUMAN	MADCAM1
Q13501	SQSTM_HUMAN	SQSTM1 ORCA OSIL
Q13509	TBB3_HUMAN	TUBB3 TUBB4
Q13541	4EBP1_HUMAN	EIF4EBP1
Q13564	ULA1_HUMAN	NAE1 APPBP1 HPP1
Q13621	S12A1_HUMAN	SLC12A1 NKCC2
Q13641	TPBG_HUMAN	TPBG 5T4
Q13702	RAPSN_HUMAN	RAPSN RNF205
Q13835	PKP1_HUMAN	PKP1
Q13885	TBB2A_HUMAN	TUBB2A TUBB2
Q13951	PEBB_HUMAN	CBFB
Q13972	RGRF1_HUMAN	RASGRF1 CDC25 GNRP GRF1
Q14103	HNRPD_HUMAN	HNRNPD AUF1 HNRPD
Q14116	IL18_HUMAN	IL18 IGIF IL1F4
Q14118	DAG1_HUMAN	DAG1
Q14145	KEAP1_HUMAN	KEAP1 INRF2 KIAA0132 KLHL19
Q14157	UBP2L_HUMAN	UBAP2L KIAA0144 NICE4
Q14242	SELPL_HUMAN	SELPLG
Q14247	SRC8_HUMAN	CTTN EMS1
Q14444	CAPR1_HUMAN	CAPRIN1 GPIAP1 GPIP137 M11S1 RNG105
Q14451	GRB7_HUMAN	GRB7
Q14457	BECN1_HUMAN	BECN1 GT197
Q14542	S29A2_HUMAN	SLC29A2 DER12 ENT2 HNP36
Q14576	ELAV3_HUMAN	ELAVL3 HUC PLE21
Q14683	SMC1A_HUMAN	SMC1A DXS423E KIAA0178 SB1.8 SMC1 SMC1L1
Q14781	CBX2_HUMAN	CBX2
Q14807	KIF22_HUMAN	KIF22 KID KNSL4
Q14916	NPT1_HUMAN	SLC17A1 NPT1
Q14940	SL9A5_HUMAN	SLC9A5 NHE5
Q14956	GPNMB_HUMAN	GPNMB HGFIN NMB UNQ1725/PRO9925
Q14973	NTCP_HUMAN	SLC10A1 NTCP GIG29
Q14974	IMB1_HUMAN	KPNB1 NTF97
Q15004	PAF15_HUMAN	PCLAF KIAA0101 NS5ATP9 PAF L5
Q15056	IF4H_HUMAN	EIF4H KIAA0038 WBSCR1 WSCR1
Q15058	KIF14_HUMAN	KIF14 KIAA0042
Q15059	BRD3_HUMAN	BRD3 KIAA0043 RING3L
Q15109	RAGE_HUMAN	AGER RAGE
Q15116	PDCD1_HUMAN	PDCD1 PD1
Q15149	PLEC_HUMAN	PLEC PLEC1
Q15365	PCBP1_HUMAN	PCBP1
Q15366	PCBP2_HUMAN	PCBP2
Q15382	RHEB_HUMAN	RHEB RHEB2
Q15389	ANGP1_HUMAN	ANGPT1 KIAA0003
Q15393	SF3B3_HUMAN	SF3B3 KIAA0017 SAP130
Q15436	SC23A_HUMAN	SEC23A
Q15465	SHH_HUMAN	SHH
Q15554	TERF2_HUMAN	TERF2 TRBF2 TRF2
Q15573	TAF1A_HUMAN	TAF1A
Q15582	BGH3_HUMAN	TGFBI BIGH3
Q15717	ELAV1_HUMAN	ELAVL1 HUR
Q15750	TAB1_HUMAN	TAB1 MAP3K7IP1
Q15758	AAAT_HUMAN	SLC1A5 ASCT2 M7V1 RDR RDRC
Q15773	MLF2_HUMAN	MLF2
Q15796	SMAD2_HUMAN	SMAD2 MADH2 MADR2
Q15843	NEDD8_HUMAN	NEDD8
Q15904	VAS1_HUMAN	ATP6AP1 ATP6IP1 ATP6S1 VATPS1 XAP3
Q15942	ZYX_HUMAN	ZYX
Q16348	S15A2_HUMAN	SLC15A2 PEPT2
Q16527	CSRP2_HUMAN	CSRP2 LMO5 SMLIM
Q16543	CDC37_HUMAN	CDC37 CDC37A
Q16548	B2LA1_HUMAN	BCL2A1 BCL2L5 BFL1 GRS HBPA1
Q16552	IL17_HUMAN	IL17A CTLA8 IL17
Q16555	DPYL2_HUMAN	DPYSL2 CRMP2 ULIP2
Q16572	VACHT_HUMAN	SLC18A3 VACHT
Q16611	BAK_HUMAN	BAK1 BAK BCL2L7 CDN1
Q16637	SMN_HUMAN	SMN1 SMN SMNT; SMN2 SMNC
Q16891	MIC60_HUMAN	IMMT HMP MIC60 MINOS2 PIG4 PIG52
Q2M1P5	KIF7_HUMAN	KIF7 UNQ340/PRO539
Q2M385	MPEG1_HUMAN	MPEG1
Q2M3G0	ABCB5_HUMAN	ABCB5
P01911	DRB_HUMAN	HLA-DRB1
Q32MZ4	LRRF1_HUMAN	LRRFIP1 GCF2 TRIP
Q3MHD2	LSM12_HUMAN	LSM12
Q3ZCQ8	TIM50_HUMAN	TIMM50 TIM50 PRO1512
Q4U2R8	S22A6_HUMAN	SLC22A6 OAT1 PAHT
Q4VCS5	AMOT_HUMAN	AMOT KIAA1071
Q53EL6	PDCD4_HUMAN	PDCD4 H731
Q53GD3	CTL4_HUMAN	SLC44A4 C6orf29 CTL4 NG22 TPPT1 UNQ441/PRO874
Q58A45	PAN3_HUMAN	PAN3
Q58F21	BRDT_HUMAN	BRDT
Q58FF8	H90B2_HUMAN	HSP90AB2P HSP90BB
Q5BJF2	SGMR2_HUMAN	TMEM97 MAC30 S2R
Q5H9R7	PP6R3_HUMAN	PPP6R3 C11orf23 KIAA1558 PP6R3 SAPL SAPS3
Q5HYI8	RABL3_HUMAN	RABL3
Q5JUR7	TEX30_HUMAN	TEX30 C13orf27
Q5JWF2	GNAS1_HUMAN	GNAS GNAS1
Q5MIZ7	P4R3B_HUMAN	PPP4R3B KIAA1387 PP4R3B SMEK2
Q5QNW6	H2B2F_HUMAN	H2BC18 HIST2H2BF
Q5T3U5	MRP7_HUMAN	ABCC10 MRP7 SIMRP7
Q5T7B8	KIF24_HUMAN	KIF24 C9orf48
Q5TC84	OGRL1_HUMAN	OGFRL1
Q5TGZ0	MIC10_HUMAN	MICOS10 C1orf151 MIC10 MINOS1
Q5VWK5	IL23R_HUMAN	IL23R
Q5VYK3	ECM29_HUMAN	ECPAS ECM29 KIAA0368
Q5ZPR3	CD276_HUMAN	CD276 B7H3 PSEC0249 UNQ309/PRO352
Q68CZ2	TENS3_HUMAN	TNS3 TEM6 TENS1 TPP
Q6EIG7	CLC6A_HUMAN	CLEC6A CLECSF10 DECTIN2
Q6J4K2	NCLX_HUMAN	SLC8B1 NCKX6 NCLX SLC24A6
Q6N069	NAA16_HUMAN	NAA16 NARG1L NAT2
Q6NXG1	ESRP1_HUMAN	ESRP1 RBM35A
Q6PH85	DCNL2_HUMAN	DCUN1D2 C13orf17 DCUN1L2
Q6PJP8	DCR1A_HUMAN	DCLRE1A KIAA0086 SNM1 SNM1A
Q6R327	RICTR_HUMAN	RICTOR KIAA1999
Q6RI45	BRWD3_HUMAN	BRWD3
Q6XZF7	DNMBP_HUMAN	DNMBP ARHGEF36 KIAA1010 TUBA
Q6Y7W6	GGYF2_HUMAN	GIGYF2 KIAA0642 PERQ2 TNRC15
Q6ZMV9	KIF6_HUMAN	KIF6 C6orf102
Q6ZN17	LN28B_HUMAN	LIN28B CSDD2
Q6ZNB5	TRC2L_HUMAN	
Q6ZQN7	SO4C1_HUMAN	SLCO4C1 OATP4C1 OATPX SLC21A20
Q6ZSR9	YJ005_HUMAN	
Q71DI3	H32_HUMAN	H3C15 HIST2H3A; H3C14 H3F2 H3FM HIST2H3C; H3C13 HIST2H3D
Q71U36	TBA1A_HUMAN	TUBA1A TUBA3
Q7L0J3	SV2A_HUMAN	SV2A KIAA0736 PSEC0174
Q7L9L4	MOB1B_HUMAN	MOB1B MOB4A MOBKL1A
Q7RTN6	STRAA_HUMAN	STRADA LYK5 STRAD
Q7RTT9	S29A4_HUMAN	SLC29A4 ENT4 PMAT PSEC0113
Q7Z2H8	S36A1_HUMAN	SLC36A1 PAT1
Q7Z2K8	GRIN1_HUMAN	GPRIN1 KIAA1893
Q7Z2W4	ZCCHV_HUMAN	ZC3HAV1 ZC3HDC2 PRO1677
Q7Z3U7	MON2_HUMAN	MON2 KIAA1040 SF21
Q7Z406	MYH14_HUMAN	MYH14 KIAA2034 FP17425
Q7Z4H4	ADM2_HUMAN	ADM2 AM2
Q7Z628	ARHG8_HUMAN	NET1 ARHGEF8
Q86U86	PB1_HUMAN	PBRM1 BAF180 PB1
Q86UW1	OSTA_HUMAN	SLC51A OSTA
Q86V24	PAQR2_HUMAN	ADIPOR2 PAQR2
Q86V81	THOC4_HUMAN	ALYREF ALY BEF THOC4
Q86VH2	KIF27_HUMAN	KIF27
Q86VL8	S47A2_HUMAN	SLC47A2 MATE2
Q86VW1	S22AG_HUMAN	SLC22A16 OCT6
Q86YI8	PHF13_HUMAN	PHF13
Q86YT5	S13A5_HUMAN	SLC13A5 NACT
Q86YV9	HPS6_HUMAN	HPS6
Q8IUR0	TPPC5_HUMAN	TRAPPC5
Q8IV61	GRP3_HUMAN	RASGRP3 GRP3 KIAA0846
Q8IV63	VRK3_HUMAN	VRK3
Q8IVM8	S22A9_HUMAN	SLC22A9 hOAT4 OAT7 UST3
Q8IVT2	MISP_HUMAN	MISP C19orf21
Q8IWE4	DCNL3_HUMAN	DCUN1D3 SCCRO3
Q8IYD1	ERF3B_HUMAN	GSPT2 ERF3B
Q8IZ83	A16A1_HUMAN	ALDH16A1
Q8IZX4	TAF1L_HUMAN	TAF1L
Q8N122	RPTOR_HUMAN	RPTOR KIAA1303 RAPTOR
Q8N130	NPT2C_HUMAN	SLC34A3 NPT2C NPTIIC
Q8N474	SFRP1_HUMAN	SFRP1 FRP FRP1 SARP2
Q8N573	OXR1_HUMAN	OXR1 Nbla00307
Q8N5C8	TAB3_HUMAN	TAB3 MAP3K7IP3
Q8N8A2	ANR44_HUMAN	ANKRD44
Q8N8U2	CDYL2_HUMAN	CDYL2
Q8NA19	LMBL4_HUMAN	L3MBTL4
Q8NB16	MLKL_HUMAN	MLKL
Q8NB46	ANR52_HUMAN	ANKRD52
Q8NCQ2	CNAS1_HUMAN	CSNK1G2-AS1 C19orf34
Q8NHU6	TDRD7_HUMAN	TDRD7 PCTAIRE2BP
Q8TB45	DPTOR_HUMAN	DEPTOR DEPDC6
Q8TC07	TBC15_HUMAN	TBC1D15
Q8TCC7	S22A8_HUMAN	SLC22A8 OAT3
Q8TCG1	CIP2A_HUMAN	CIP2A KIAA1524
Q8TDB8	GTR14_HUMAN	SLC2A14 GLUT14
Q8TF66	LRC15_HUMAN	LRRC15 LIB
Q8WTT0	CLC4C_HUMAN	CLEC4C BDCA2 CLECSF11 CLECSF7 DLEC HECL UNQ9361/PRO34150
Q8WTV0	SCRB1_HUMAN	SCARB1 CD36L1 CLA1
Q8WTW3	COG1_HUMAN	COG1 KIAA1381 LDLB
Q8WUH6	TM263_HUMAN	TMEM263 C12orf23
Q8WUM9	S20A1_HUMAN	SLC20A1 GLVR1 PIT1
Q8WUW1	BRK1_HUMAN	BRK1 C3orf10 HSPC300 MDS027
Q8WWQ0	PHIP_HUMAN	PHIP DCAF14 WDR11
Q8WWT9	S13A3_HUMAN	SLC13A3 NADC3 SDCT2
Q8WWX8	SC5AB_HUMAN	SLC5A11 KST1 SLGTX SMIT2
Q8WXI2	CNKR2_HUMAN	CNKSR2 CNK2 KIAA0902 KSR2
Q8WXI7	MUC16_HUMAN	MUC16 CA125
Q8WZA0	LZIC_HUMAN	LZIC
Q8WZA2	RPGF4_HUMAN	RAPGEF4 CGEF2 EPAC2
Q92564	DCNL4_HUMAN	DCUN1D4 KIAA0276
Q92583	CCL17_HUMAN	CCL17 SCYA17 TARC
Q92597	NDRG1_HUMAN	NDRG1 CAP43 DRG1 RTP
Q92598	HS105_HUMAN	HSPH1 HSP105 HSP110 KIAA0201
Q92600	CNOT9_HUMAN	CNOT9 RCD1 RQCD1
Q92608	DOCK2_HUMAN	DOCK2 KIAA0209
Q92616	GCN1_HUMAN	GCN1 GCN1L1 KIAA0219
Q92688	AN32B_HUMAN	ANP32B APRIL PHAPI2
Q92843	B2CL2_HUMAN	BCL2L2 BCLW KIAA0271
Q92888	ARHG1_HUMAN	ARHGEF1
Q92934	BAD_HUMAN	BAD BBC6 BCL2L8
Q92945	FUBP2_HUMAN	KHSRP FUBP2
Q92959	SO2A1_HUMAN	SLCO2A1 OATP2A1 SLC21A2
Q92997	DVL3_HUMAN	DVL3 KIAA0208
Q969D9	TSLP_HUMAN	TSLP
Q96A54	PAQR1_HUMAN	ADIPOR1 PAQR1 TESBP1A CGI-45
Q96AE4	FUBP1_HUMAN	FUBP1
Q96AG4	LRC59_HUMAN	LRRC59 PRO1855
Q96B36	AKTS1_HUMAN	AKT1S1 PRAS40
Q96BD0	SO4A1_HUMAN	SLCO4A1 OATP1 OATP4A1 OATPE SLC21A12
Q96F24	NRBF2_HUMAN	NRBF2 COPR
Q96FE5	LIGO1_HUMAN	LINGO1 LERN1 LRRN6A UNQ201/PRO227
Q96FL8	S47A1_HUMAN	SLC47A1 MATE1
Q96GG9	DCNL1_HUMAN	DCUN1D1 DCN1 DCUN1L1 RP42 SCCRO
Q96J66	ABCCB_HUMAN	ABCC11 MRP8
Q96JB2	COG3_HUMAN	COG3 SEC34
Q96JM7	LMBL3_HUMAN	L3MBTL3 KIAA1798 MBT1
Q96LC7	SIG10_HUMAN	SIGLEC10 SLG2 UNQ477/PRO940
Q96MW5	COG8_HUMAN	COG8
Q96NT5	PCFT_HUMAN	SLC46A1 HCP1 PCFT
Q96NY8	NECT4_HUMAN	NECTIN4 LNIR PRR4 PVRL4
Q96P09	BIRC8_HUMAN	BIRC8 ILP2
Q96P20	NLRP3_HUMAN	NLRP3 C1orf7 CIAS1 NALP3 PYPAF1
Q96Q89	KI20B_HUMAN	KIF20B KRMP1 MPHOSPH1
Q96QE3	ATAD5_HUMAN	ATAD5 C17orf41 FRAG1
Q96QK1	VPS35_HUMAN	VPS35 MEM3 TCCCTA00141
Q96QU1	PCD15_HUMAN	PCDH15 USH1F
Q96QZ7	MAGI1_HUMAN	MAGI1 AIP3 BAIAP1 BAP1 TNRC19
Q96S37	S22AC_HUMAN	SLC22A12 OATL4 URAT1 UNQ6453/PRO34004
Q96SW2	CRBN_HUMAN	CRBN AD-006
Q99075	HBEGF_HUMAN	HBEGF DTR DTS HEGFL
Q99418	CYH2_HUMAN	CYTH2 ARNO PSCD2 PSCD2L
Q99439	CNN2_HUMAN	CNN2
Q99466	NOTC4_HUMAN	NOTCH4 INT3
Q99549	MPP8_HUMAN	MPHOSPH8 MPP8
Q99619	SPSB2_HUMAN	SPSB2 GRCC9 SSB2
Q99623	PHB2_HUMAN	PHB2 BAP REA
Q99627	CSN8_HUMAN	COPS8 CSN8
Q99661	KIF2C_HUMAN	KIF2C KNSL6
Q99700	ATX2_HUMAN	ATXN2 ATX2 SCA2 TNRC13
Q99733	NP1L4_HUMAN	NAP1L4 NAP2
Q99741	CDC6_HUMAN	CDC6 CDC18L
Q99795	GPA33_HUMAN	GPA33
Q99808	S29A1_HUMAN	SLC29A1 ENT1
Q99816	TS101_HUMAN	TSG101
Q99836	MYD88_HUMAN	MYD88
Q99884	SC6A7_HUMAN	SLC6A7 PROT
Q99972	MYOC_HUMAN	MYOC GLC1A TIGR
Q99988	GDF15_HUMAN	GDF15 MIC1 PDF PLAB PTGFB
Q9BPW8	NIPS1_HUMAN	NIPSNAP1
Q9BQ51	PD1L2_HUMAN	PDCD1LG2 B7DC CD273 PDCD1L2 PDL2
Q9BQA1	MEP50_HUMAN	WDR77 MEP50 WD45 HKMT1069 Nbla10071
Q9BQB4	SOST_HUMAN	SOST UNQ2976/PRO7455/PRO7476
Q9BQE3	TBA1C_HUMAN	TUBA1C TUBA6
Q9BRA2	TXD17_HUMAN	TXNDC17 TXNL5
Q9BRQ6	MIC25_HUMAN	CHCHD6 CHCM1 MIC25
Q9BRX8	PXL2A_HUMAN	PRXL2A C10orf58 FAM213A PAMM PRO2290 PSEC0139 UNQ611/PRO1198
Q9BSJ8	ESYT1_HUMAN	ESYT1 FAM62A KIAA0747 MBC2
Q9BSW2	EFC4B_HUMAN	CRACR2A EFCAB4B
Q9BT73	PSMG3_HUMAN	PSMG3 C7orf48 PAC3
Q9BTE7	DCNL5_HUMAN	DCUN1D5 SCCRO5
Q9BUL5	PHF23_HUMAN	PHF23
Q9BVA0	KTNB1_HUMAN	KATNB1
Q9BVG8	KIFC3_HUMAN	KIFC3
Q9BW19	KIFC1_HUMAN	KIFC1 HSET KNSL2
Q9BXF3	CECR2_HUMAN	CECR2 KIAA1740
Q9BXN2	CLC7A_HUMAN	CLEC7A BGR CLECSF12 DECTIN1 UNQ539/PRO1082
Q9BXW9	FACD2_HUMAN	FANCD2 FACD
Q9BY08	EBPL_HUMAN	EBPL EBRP ERP
Q9BY44	EIF2A_HUMAN	EIF2A CDA02 MSTP004 MSTP089
Q9BZE4	NOG1_HUMAN	GTPBP4 CRFG NOG1
Q9C000	NLRP1_HUMAN	NLRP1 CARD7 DEFCAP KIAA0926 NAC NALP1
Q9C0C2	TB182_HUMAN	TNKS1BP1 KIAA1741 TAB182
Q9C0H9	SRCN1_HUMAN	SRCIN1 KIAA1684 P140 SNIP
Q9C0K7	STRAB_HUMAN	STRADB ALS2CR2 ILPIP PRO1038
Q9GZV3	SC5A7_HUMAN	SLC5A7 CHT1
Q9GZV9	FGF23_HUMAN	FGF23 HYPF UNQ3027/PRO9828
Q9GZX6	IL22_HUMAN	IL22 ILTIF ZCYTO18 UNQ3099/PRO10096
Q9H015	S22A4_HUMAN	SLC22A4 ETT OCTN1 UT2H
Q9H0E3	SP130_HUMAN	SAP130
Q9H0E9	BRD8_HUMAN	BRD8 SMAP SMAP2
Q9H0H5	RGAP1_HUMAN	RACGAP1 KIAA1478 MGCRACGAP
Q9H160	ING2_HUMAN	ING2 ING1L
Q9H2J7	S6A15_HUMAN	SLC6A15 B0AT2 NTT73 SBAT1
Q9H2X3	CLC4M_HUMAN	CLEC4M CD209L CD209L1 CD299
Q9H2X9	S12A5_HUMAN	SLC12A5 KCC2 KIAA1176
Q9H3N1	TMX1_HUMAN	TMX1 TMX TXNDC TXNDC1 PSEC0085 UNQ235/PRO268
Q9H4B7	TBB1_HUMAN	TUBB1
Q9H4M9	EHD1_HUMAN	EHD1 PAST PAST1 CDABP0131
Q9H5X1	CIA2A_HUMAN	CIAO2A CIA2A FAM96A
Q9H665	IGFR1_HUMAN	IGFLR1 TMEM149 U2AF1L4
Q9H7E2	TDRD3_HUMAN	TDRD3
Q9H840	GEMI7_HUMAN	GEMIN7
Q9H853	TBA4B_HUMAN	TUBA4B TUBA4
Q9H8M2	BRD9_HUMAN	BRD9 UNQ3040/PRO9856
Q9H910	JUPI2_HUMAN	JPT2 C16orf34 HN1L L11
Q9H930	SP14L_HUMAN	SP140L
Q9H9A5	CNO10_HUMAN	CNOT10
Q9H9E3	COG4_HUMAN	COG4
Q9H9Q2	CSN7B_HUMAN	COPS7B CSN7B
Q9HAQ2	KIF9_HUMAN	KIF9
Q9HAS3	S28A3_HUMAN	SLC28A3 CNT3
Q9HB21	PKHA1_HUMAN	PLEKHA1 TAPP1
Q9HB71	CYBP_HUMAN	CACYBP S100A6BP SIP PNAS-107
Q9HBI0	PARVG_HUMAN	PARVG
Q9HC29	NOD2_HUMAN	NOD2 CARD15 IBD1
Q9HC38	GLOD4_HUMAN	GLOD4 C17orf25 CGI-150 My027
Q9HC52	CBX8_HUMAN	CBX8 PC3 RC1
Q9HCT0	FGF22_HUMAN	FGF22 UNQ2500/PRO5800
Q9HCU0	CD248_HUMAN	CD248 CD164L1 TEM1
Q9HD36	B2L10_HUMAN	BCL2L10 BCLB
Q9HD64	XAGE1_HUMAN	XAGE1A GAGED2 XAGE1; XAGE1B XAGE1C XAGE1D XAGE1E
Q9NNX6	CD209_HUMAN	CD209 CLEC4L
Q9NP31	SH22A_HUMAN	SH2D2A SCAP TSAD VRAP
Q9NP58	ABCB6_HUMAN	ABCB6 MTABC3 PRP UMAT
Q9NP59	S40A1_HUMAN	SLC40A1 FPN1 IREG1 SLC11A3 MSTP079
Q9NP78	ABCB9_HUMAN	ABCB9 KIAA1520
Q9NP99	TREM1_HUMAN	TREM1
Q9NPD5	SO1B3_HUMAN	SLCO1B3 LST2 OATP1B3 OATP8 SLC21A8
Q9NPI1	BRD7_HUMAN	BRD7 BP75 CELTIX1
Q9NPI8	FANCF_HUMAN	FANCF
Q9NQ25	SLAF7_HUMAN	SLAMF7 CS1 UNQ576/PRO1138
Q9NQC3	RTN4_HUMAN	RTN4 KIAA0886 NOGO My043 SP1507
Q9NQY0	BIN3_HUMAN	BIN3
Q9NQZ5	STAR7_HUMAN	STARD7 GTT1
Q9NR31	SAR1A_HUMAN	SAR1A SAR1 SARA SARA1
Q9NR50	EI2BG_HUMAN	EIF2B3
Q9NR56	MBNL1_HUMAN	MBNL1 EXP KIAA0428 MBNL
Q9NR61	DLL4_HUMAN	DLL4 UNQ1895/PRO4341
Q9NRL2	BAZ1A_HUMAN	BAZ1A ACF1 WCRF180 HSPC317
Q9NRM0	GTR9_HUMAN	SLC2A9 GLUT9
Q9NRR8	C42S1_HUMAN	CDC42SE1 SPEC1
Q9NS86	LANC2_HUMAN	LANCL2 GPR69B TASP
Q9NS87	KIF15_HUMAN	KIF15 KLP2 KNSL7
Q9NSA0	S22AB_HUMAN	SLC22A11 OAT4
