Entry	Cross-reference (InterPro)
P09237	IPR033739;IPR028707;IPR024079;IPR001818;IPR021190;IPR021158;IPR006026;IPR002477;IPR036365;
P09238	IPR000585;IPR036375;IPR018487;IPR018486;IPR033739;IPR024079;IPR001818;IPR021190;IPR021158;IPR006026;IPR002477;IPR036365;
P09242	IPR017849;IPR001952;IPR018299;IPR017850;
P09382	IPR013320;IPR001079;
P09417	IPR036291;IPR020904;IPR002347;
P09467	IPR000146;IPR033391;IPR028343;IPR020548;
P09470	IPR001548;
P09483	IPR006202;IPR036734;IPR006201;IPR036719;IPR006029;IPR018000;IPR002394;
P09487	IPR017849;IPR001952;IPR018299;IPR017850;
P09488	IPR010987;IPR036282;IPR040079;IPR004045;IPR004046;IPR003081;IPR036249;
P09581	IPR030658;IPR007110;IPR036179;IPR013783;IPR003599;IPR003598;IPR013151;IPR011009;IPR000719;IPR017441;IPR001245;IPR008266;IPR020635;IPR001824;
P09601	IPR002051;IPR016053;IPR016084;IPR018207;
P09610	IPR002202;IPR023074;IPR023076;IPR004554;IPR004816;IPR023282;IPR009023;IPR009029;IPR000731;
P09619	IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;IPR013151;IPR011009;IPR027288;IPR000719;IPR017441;IPR001245;IPR008266;IPR020635;IPR001824;
P09651	IPR021662;IPR034845;IPR034803;IPR012677;IPR035979;IPR000504;
P09660	IPR006202;IPR036734;IPR006201;IPR036719;IPR006029;IPR018000;IPR002394;
P09668	IPR038765;IPR025661;IPR000169;IPR025660;IPR013128;IPR000668;IPR039417;IPR013201;
P09681	IPR039078;IPR000532;
P09768	IPR027417;IPR001267;IPR020633;
P09769	IPR035693;IPR011009;IPR000719;IPR017441;IPR001245;IPR000980;IPR036860;IPR036028;IPR001452;IPR008266;IPR020635;
P09810	IPR002912;IPR001273;IPR018301;IPR036951;IPR036329;IPR019774;IPR005963;IPR019773;
P09811	IPR011833;IPR000811;IPR035090;
P09848	IPR001360;IPR018120;IPR033132;IPR017853;
P09871	IPR035708;IPR000859;IPR001881;IPR000152;IPR018097;IPR009003;IPR001314;IPR035914;IPR035976;IPR000436;IPR001254;IPR033116;
P09874	IPR001357;IPR036420;IPR012982;IPR038650;IPR008288;IPR012317;IPR004102;IPR036616;IPR036930;IPR008893;IPR001510;IPR036957;
P09884	IPR006172;IPR017964;IPR006133;IPR006134;IPR024647;IPR023211;IPR038256;IPR012337;IPR036397;IPR015088;
P09917	IPR000907;IPR013819;IPR036226;IPR020834;IPR020833;IPR001885;IPR001024;IPR036392;
P09923	IPR017849;IPR001952;IPR018299;IPR017850;
P09936	IPR038765;IPR001578;IPR036959;IPR030297;
P09955	IPR034253;IPR036990;IPR003146;IPR000834;
P09958	IPR006212;IPR008979;IPR009030;IPR034182;IPR002884;IPR000209;IPR036852;IPR023827;IPR022398;IPR023828;IPR015500;IPR032815;IPR038466;
P09960	IPR016024;IPR012777;IPR038502;IPR034015;IPR001930;IPR015211;IPR014782;IPR027268;
P0C1S8	IPR011009;IPR000719;IPR017441;IPR008271;IPR017164;
P0C264	IPR011009;IPR000719;IPR017441;IPR008271;
P0C869	IPR016035;IPR000008;IPR035892;IPR002642;
P0DJD9	IPR001461;IPR001969;IPR012848;IPR034162;IPR033121;IPR021109;
P0DMS8	IPR000466;IPR001634;IPR000276;IPR017452;
P0DMS9	IPR036179;IPR013783;
P0DMV8	IPR018181;IPR029048;IPR029047;IPR013126;
P0DP23	IPR039030;IPR011992;IPR018247;IPR002048;
P0DPD6	IPR029733;IPR024079;IPR000718;IPR018497;IPR008753;
P10070	IPR036236;IPR013087;
P10111	IPR029000;IPR024936;IPR020892;IPR002130;
P10144	IPR037553;IPR009003;IPR001314;IPR001254;IPR018114;IPR033116;
P10145	IPR001089;IPR018048;IPR001811;IPR033899;IPR028469;IPR036048;
P10153	IPR001427;IPR036816;IPR023411;IPR023412;
P10173	IPR005677;IPR024083;IPR018951;IPR020557;IPR000362;IPR022761;IPR008948;
P10253	IPR031727;IPR011013;IPR000322;IPR030458;IPR030459;IPR025887;IPR013780;IPR017853;IPR017957;IPR000519;
P10275	IPR001103;IPR035500;IPR000536;IPR001628;IPR013088;
P10276	IPR035500;IPR000536;IPR001723;IPR003078;IPR001628;IPR013088;
P10323	IPR012267;IPR009003;IPR001314;IPR001254;IPR018114;IPR033116;
P10398	IPR020454;IPR011009;IPR002219;IPR000719;IPR017441;IPR003116;IPR001245;IPR008271;IPR029071;
P10415	IPR013278;IPR002475;IPR004725;IPR020717;IPR020726;IPR020728;IPR003093;IPR020731;IPR036834;IPR026298;
P10586	IPR003961;IPR036116;IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;IPR029021;IPR000242;IPR016130;IPR003595;IPR000387;
P10599	IPR005746;IPR036249;IPR017937;IPR013766;
P10605	IPR038765;IPR025661;IPR000169;IPR025660;IPR013128;IPR000668;IPR012599;
P10608	IPR002233;IPR000332;IPR000276;IPR017452;
P10611	IPR001128;IPR017972;IPR002401;IPR036396;
P10619	IPR029058;IPR001563;IPR033124;IPR018202;
P10632	IPR001128;IPR017972;IPR002401;IPR036396;
P10635	IPR001128;IPR017972;IPR002401;IPR008069;IPR036396;
P10636	IPR001084;IPR002955;
P10649	IPR010987;IPR036282;IPR040079;IPR004045;IPR004046;IPR003081;IPR036249;
P10686	IPR000008;IPR035892;IPR011992;IPR018247;IPR002048;IPR011993;IPR001849;IPR001192;IPR016279;IPR028380;IPR035023;IPR035024;IPR017946;IPR035724;IPR000909;IPR001711;IPR000980;IPR036860;IPR036028;IPR001452;
P10688	IPR000008;IPR035892;IPR011992;IPR018247;IPR002048;IPR011993;IPR001849;IPR001192;IPR028391;IPR017946;IPR015359;IPR000909;IPR001711;
P10696	IPR017849;IPR001952;IPR018299;IPR017850;
P10721	IPR007110;IPR036179;IPR013783;IPR003599;IPR003598;IPR013151;IPR011009;IPR000719;IPR017441;IPR027263;IPR001245;IPR008266;IPR020635;IPR001824;
P10760	IPR034373;IPR000043;IPR015878;IPR036291;IPR020082;
P10826	IPR035500;IPR000536;IPR001723;IPR003078;IPR001628;IPR013088;
P10827	IPR035500;IPR000536;IPR001723;IPR001728;IPR001628;IPR013088;
P10828	IPR035500;IPR000536;IPR001723;IPR001728;IPR001628;IPR013088;
P10938	IPR025820;IPR000940;IPR029063;
P10980	IPR000276;IPR017452;IPR001065;IPR000995;
P11021	IPR018181;IPR029048;IPR029047;IPR013126;
P11064	IPR023485;IPR036196;IPR002115;IPR017867;
P11086	IPR025820;IPR000940;IPR029063;
P11103	IPR001357;IPR036420;IPR012982;IPR038650;IPR008288;IPR012317;IPR004102;IPR036616;IPR036930;IPR008893;IPR001510;IPR036957;
P11137	IPR030797;IPR013588;IPR001084;
P11142	IPR018181;IPR029048;IPR029047;IPR013126;
P11150	IPR029058;IPR013818;IPR002333;IPR016272;IPR033906;IPR001024;IPR036392;IPR000734;
P11151	IPR029058;IPR013818;IPR016272;IPR033906;IPR002330;IPR001024;IPR036392;IPR000734;
P11166	IPR002439;IPR020846;IPR005828;IPR036259;IPR003663;IPR005829;
P11167	IPR002439;IPR020846;IPR005828;IPR036259;IPR003663;IPR005829;
P11168	IPR002440;IPR020846;IPR005828;IPR036259;IPR003663;IPR005829;
P11169	IPR002945;IPR020846;IPR005828;IPR036259;IPR003663;IPR005829;
P11172	IPR013785;IPR014732;IPR018089;IPR001754;IPR023031;IPR004467;IPR000836;IPR029057;IPR011060;
P11216	IPR011833;IPR000811;IPR035090;
P11217	IPR011833;IPR000811;IPR035090;
P11229	IPR000276;IPR017452;IPR002228;IPR000995;
P11274	IPR037769;IPR015123;IPR036481;IPR000008;IPR035892;IPR035899;IPR000219;IPR001331;IPR001849;IPR008936;IPR000198;
P11308	IPR000418;IPR003118;IPR013761;IPR036388;IPR036390;
P11309	IPR011009;IPR017348;IPR000719;IPR017441;IPR008271;
P11344	IPR002227;IPR008922;
P11348	IPR036291;IPR020904;IPR002347;
P11362	IPR028174;IPR016248;IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;IPR013151;IPR011009;IPR000719;IPR017441;IPR001245;IPR008266;IPR020635;
P11387	IPR011010;IPR013034;IPR013030;IPR001631;IPR018521;IPR025834;IPR014711;IPR014727;IPR013500;IPR008336;IPR036202;IPR013499;
P11388	IPR012542;IPR003594;IPR036890;IPR020568;IPR014721;IPR001241;IPR013760;IPR002205;IPR013758;IPR013759;IPR013506;IPR018522;IPR031660;IPR006171;IPR034157;
P11413	IPR001282;IPR019796;IPR022675;IPR022674;IPR036291;
P11416	IPR035500;IPR000536;IPR001723;IPR003078;IPR001628;IPR013088;
P11440	IPR011009;IPR000719;IPR017441;IPR008271;
P11473	IPR035500;IPR000536;IPR001723;IPR000324;IPR001628;IPR013088;
P11474	IPR035500;IPR000536;IPR001723;IPR027289;IPR024178;IPR001628;IPR013088;
P11497	IPR034733;IPR013537;IPR011761;IPR013815;IPR005481;IPR001882;IPR011764;IPR005482;IPR000089;IPR005479;IPR029045;IPR011763;IPR011762;IPR016185;IPR011054;IPR011053;
P11500	
P11507	IPR006068;IPR004014;IPR023299;IPR018303;IPR023298;IPR008250;IPR036412;IPR023214;IPR005782;IPR001757;IPR030332;
P11509	IPR001128;IPR017972;IPR002401;IPR008067;IPR036396;
P11511	IPR001128;IPR017972;IPR002401;IPR036396;
P11541	IPR003018;IPR029016;IPR003607;IPR032958;IPR023088;IPR002073;IPR036971;IPR023174;
P11586	IPR000559;IPR020628;IPR036291;IPR027417;IPR000672;IPR020630;IPR020867;IPR020631;
P11597	IPR017943;IPR032942;IPR017130;IPR001124;IPR017954;IPR017942;
P11708	IPR001557;IPR022383;IPR001236;IPR015955;IPR001252;IPR011274;IPR010945;IPR036291;
P11712	IPR001128;IPR017972;IPR002401;IPR036396;
P11715	IPR001128;IPR017972;IPR002401;IPR036396;
P11716	IPR001870;IPR013320;IPR011992;IPR002048;IPR014821;IPR005821;IPR036300;IPR016093;IPR013662;IPR000699;IPR013333;IPR003032;IPR015925;IPR009460;IPR035910;IPR033215;IPR035761;IPR035764;IPR035762;IPR003877;
P11717	IPR000479;IPR000562;IPR036943;IPR013806;IPR009011;
P11766	IPR014183;IPR013149;IPR013154;IPR002328;IPR011032;IPR036291;
P11802	IPR011009;IPR000719;IPR017441;IPR008271;
P11884	IPR016161;IPR016163;IPR016160;IPR029510;IPR016162;IPR015590;
P11926	IPR009006;IPR022643;IPR022657;IPR022644;IPR022653;IPR000183;IPR002433;IPR029066;
P11940	IPR012677;IPR036053;IPR006515;IPR002004;IPR035979;IPR000504;IPR003954;
P12004	IPR000730;IPR022649;IPR022659;IPR022648;
P12081	IPR006195;IPR004154;IPR036621;IPR015807;IPR004516;IPR033656;IPR009068;IPR000738;
P12104	IPR012674;IPR031272;IPR000463;IPR031259;IPR000566;
P12259	IPR011707;IPR033138;IPR008972;IPR000421;IPR024715;IPR008979;
P12268	IPR013785;IPR000644;IPR005990;IPR015875;IPR001093;
P12314	IPR007110;IPR036179;IPR013783;IPR003599;IPR003598;IPR013151;
P12319	IPR007110;IPR036179;IPR013783;IPR003599;IPR003598;
P12337	IPR029058;IPR002018;IPR019826;IPR019819;
P12389	IPR006202;IPR036734;IPR006201;IPR036719;IPR006029;IPR018000;IPR002394;
P12392	IPR006202;IPR036734;IPR006201;IPR036719;IPR006029;IPR018000;IPR002394;
P12527	IPR000907;IPR013819;IPR036226;IPR020834;IPR020833;IPR001885;IPR001024;IPR036392;
P12530	IPR000907;IPR013819;IPR036226;IPR020834;IPR020833;IPR001885;IPR001024;IPR036392;
P12643	IPR029034;IPR001839;IPR001111;IPR015615;IPR017948;
P12644	IPR029034;IPR001839;IPR001111;IPR015615;IPR017948;
P12657	IPR000276;IPR017452;IPR002228;IPR000995;
P12785	IPR029058;IPR001227;IPR036736;IPR014043;IPR016035;IPR013149;IPR023102;IPR011032;IPR032821;IPR018201;IPR014031;IPR014030;IPR016036;IPR013217;IPR036291;IPR020801;IPR020841;IPR020807;IPR020843;IPR013968;IPR020806;IPR009081;IPR006162;IPR029063;IPR001031;IPR016039;
P12821	IPR001548;
P12822	IPR001548;
P12931	IPR011009;IPR000719;IPR017441;IPR001245;IPR000980;IPR036860;IPR036028;IPR001452;IPR008266;IPR020635;
P12955	IPR007865;IPR029149;IPR036005;IPR000994;IPR001131;
P13051	IPR002043;IPR018085;IPR005122;IPR036895;
P13053	IPR035500;IPR000536;IPR001723;IPR000324;IPR001628;IPR013088;
P13444	IPR022631;IPR022630;IPR022629;IPR022628;IPR002133;IPR022636;
P13497	IPR015446;IPR000859;IPR001881;IPR013032;IPR000742;IPR000152;IPR018097;IPR009030;IPR024079;IPR001506;IPR006026;IPR035914;IPR034036;
P13500	IPR039809;IPR000827;IPR001811;IPR036048;
P13501	IPR030595;IPR039809;IPR000827;IPR001811;IPR036048;
P13516	IPR015876;IPR005804;IPR001522;
P13569	IPR003593;IPR011527;IPR036640;IPR003439;IPR017871;IPR009147;IPR025837;IPR027417;
P13601	IPR016161;IPR016163;IPR016160;IPR029510;IPR016162;IPR015590;
P13612	IPR013517;IPR013519;IPR000413;IPR013649;IPR018184;IPR028994;IPR032695;
P13631	IPR035500;IPR000536;IPR001723;IPR003078;IPR001628;IPR013088;
P13674	IPR005123;IPR006620;IPR013547;IPR013026;IPR011990;IPR019734;
P13716	IPR001731;IPR030656;IPR013785;
P13721	IPR001675;IPR038578;IPR012163;
P13726	IPR003961;IPR036116;IPR013783;IPR015373;IPR001187;IPR030472;
P13807	IPR008631;
P13864	IPR001025;IPR018117;IPR001525;IPR031303;IPR022702;IPR010506;IPR017198;IPR029063;IPR002857;
P13866	IPR038377;IPR001734;IPR018212;
P13945	IPR002233;IPR000681;IPR000276;IPR017452;
P13995	IPR036291;IPR000672;IPR020630;IPR020867;IPR020631;
P14060	IPR002225;IPR036291;
P14061	IPR011348;IPR036291;IPR020904;IPR002347;
P14091	IPR001461;IPR001969;IPR012848;IPR033145;IPR033121;IPR021109;
P14099	IPR003018;IPR029016;IPR003607;IPR023088;IPR002073;IPR036971;IPR023174;
P14100	IPR003607;IPR023088;IPR002073;IPR036971;IPR023174;IPR013706;
P14137	IPR033283;IPR001128;IPR017972;IPR002401;IPR036396;
P14151	IPR001304;IPR016186;IPR018378;IPR016187;IPR013032;IPR000742;IPR016348;IPR033991;IPR002396;IPR035976;IPR000436;
P14174	IPR001398;IPR019829;IPR014347;
P14207	IPR004269;IPR018143;IPR032937;
P14210	IPR027284;IPR024174;IPR000001;IPR013806;IPR018056;IPR038178;IPR003609;IPR009003;IPR001314;IPR001254;
P14222	IPR000008;IPR035892;IPR020864;IPR020863;IPR037300;
P14234	IPR035693;IPR011009;IPR000719;IPR017441;IPR001245;IPR000980;IPR036860;IPR036028;IPR001452;IPR008266;IPR020635;
P14270	IPR003607;IPR023088;IPR002073;IPR036971;IPR023174;
P14324	IPR008949;IPR000092;IPR033749;
P14384	IPR008969;IPR033842;IPR000834;
P14410	IPR031727;IPR011013;IPR000322;IPR030458;IPR030459;IPR013780;IPR017853;IPR017957;IPR000519;
P14416	IPR001922;IPR000929;IPR000276;IPR017452;
P14422	IPR001211;IPR016090;IPR036444;
P14423	IPR001211;IPR033112;IPR016090;IPR036444;IPR033113;
P14550	IPR018170;IPR020471;IPR023210;IPR036812;
P14555	IPR001211;IPR033112;IPR016090;IPR036444;IPR033113;
P14598	IPR015039;IPR035756;IPR035757;IPR032136;IPR001655;IPR001683;IPR036871;IPR034909;IPR036028;IPR001452;
P14600	IPR000276;IPR017452;IPR001681;IPR000046;
P14616	IPR003961;IPR036116;IPR006211;IPR006212;IPR009030;IPR013783;IPR028792;IPR011009;IPR000719;IPR017441;IPR000494;IPR036941;IPR001245;IPR008266;IPR020635;IPR016246;IPR002011;
P14618	IPR001697;IPR015813;IPR040442;IPR011037;IPR018209;IPR015793;IPR015795;IPR036918;IPR015806;
P14625	IPR003594;IPR036890;IPR019805;IPR037196;IPR001404;IPR020575;IPR020568;
P14635	IPR039361;IPR013763;IPR036915;IPR004367;IPR006671;
P14646	IPR003607;IPR023088;IPR002073;IPR036971;IPR023174;
P14679	IPR002227;IPR008922;
P14735	IPR011249;IPR011765;IPR001431;IPR007863;IPR032632;
P14740	IPR029058;IPR002471;IPR001375;IPR002469;IPR038554;
P14769	IPR005076;IPR029044;
P14780	IPR000562;IPR036943;IPR000585;IPR036375;IPR018487;IPR018486;IPR013806;IPR033739;IPR024079;IPR028688;IPR001818;IPR021190;IPR021158;IPR006026;IPR002477;IPR036365;IPR036366;
P14842	IPR000455;IPR002231;IPR000276;IPR017452;
P14867	IPR006028;IPR001390;IPR005431;IPR006202;IPR036734;IPR006201;IPR036719;IPR006029;IPR018000;
P14902	IPR000898;IPR037217;
P14920	IPR006181;IPR023209;IPR006076;
P14925	IPR011042;IPR014784;IPR020611;IPR014783;IPR000323;IPR036939;IPR024548;IPR001258;IPR013017;IPR000720;IPR008977;
P14927	IPR003197;IPR036544;
P15056	IPR020454;IPR011009;IPR002219;IPR000719;IPR017441;IPR003116;IPR001245;IPR008271;IPR029071;
P15085	IPR034248;IPR036990;IPR003146;IPR000834;
P15086	IPR034253;IPR036990;IPR003146;IPR000834;
P15088	IPR034253;IPR036990;IPR003146;IPR000834;
P15090	IPR012674;IPR033073;IPR000463;IPR031259;IPR000566;
P15101	IPR014784;IPR020611;IPR014783;IPR000323;IPR036939;IPR024548;IPR005018;IPR008977;IPR028460;
P15104	IPR008147;IPR036651;IPR014746;IPR008146;IPR027303;IPR027302;
P15121	IPR018170;IPR020471;IPR023210;IPR036812;
P15127	IPR003961;IPR036116;IPR006211;IPR006212;IPR009030;IPR013783;IPR011009;IPR000719;IPR017441;IPR000494;IPR036941;IPR001245;IPR008266;IPR020635;IPR016246;IPR002011;
P15144	IPR024571;IPR034016;IPR001930;IPR014782;
P15145	IPR024571;IPR034016;IPR001930;IPR014782;
P15150	IPR001128;IPR017972;IPR002401;IPR036396;
P15169	IPR008969;IPR000834;
P15207	IPR001103;IPR035500;IPR000536;IPR001628;IPR013088;
P15208	IPR003961;IPR036116;IPR006211;IPR006212;IPR009030;IPR013783;IPR011009;IPR000719;IPR017441;IPR000494;IPR036941;IPR001245;IPR008266;IPR020635;IPR016246;IPR002011;
P15291	IPR003859;IPR027791;IPR027995;IPR029044;
P15304	IPR029058;IPR013094;IPR010468;IPR002168;IPR033140;
P15309	IPR033379;IPR000560;IPR029033;
P15311	IPR019749;IPR011174;IPR011259;IPR000798;IPR014352;IPR035963;IPR019748;IPR019747;IPR000299;IPR018979;IPR018980;IPR008954;IPR011993;IPR029071;
P15313	IPR020003;IPR004100;IPR000194;IPR005723;IPR027417;IPR022879;
P15328	IPR004269;IPR018143;IPR032935;
P15374	IPR038765;IPR001578;IPR036959;
P15379	IPR016186;IPR001231;IPR016187;IPR000538;
P15381	IPR031688;IPR031649;IPR005821;IPR014873;IPR005451;IPR005446;IPR002077;IPR027359;
P15382	IPR000369;IPR005424;
P15387	IPR000210;IPR005821;IPR003968;IPR003973;IPR004350;IPR011333;IPR003131;IPR028325;IPR027359;
P15389	IPR005821;IPR008053;IPR001696;IPR010526;IPR024583;IPR027359;
P15390	IPR005821;IPR000048;IPR008052;IPR001696;IPR010526;IPR027359;
P15393	IPR001128;IPR017972;IPR002399;IPR036396;
P15428	IPR036291;IPR020904;IPR002347;
P15498	IPR022613;IPR001715;IPR036872;IPR035899;IPR000219;IPR001331;IPR002219;IPR011993;IPR001849;IPR037832;IPR000980;IPR036860;IPR036028;IPR001452;IPR003096;IPR028530;IPR035879;IPR035730;IPR035729;
P15538	IPR001128;IPR017972;IPR002399;IPR036396;
P15539	IPR001128;IPR017972;IPR002399;IPR036396;
P15559	IPR003680;IPR029039;
P15589	IPR017849;IPR017850;IPR024607;IPR000917;
P15684	IPR024571;IPR034016;IPR001930;IPR014782;
P15692	IPR029034;IPR023581;IPR000072;IPR027928;IPR036841;
P15709	IPR027417;IPR000863;
P15735	IPR011009;IPR002291;IPR000719;IPR017441;IPR008271;
P15823	IPR002233;IPR001115;IPR000276;IPR017452;
P15907	IPR001675;IPR038578;IPR012163;
P15944	IPR009003;IPR001314;IPR001254;IPR018114;IPR033116;
P16050	IPR000907;IPR013819;IPR036226;IPR020834;IPR020833;IPR001885;IPR001024;IPR036392;
P16054	IPR000961;IPR000008;IPR035892;IPR020454;IPR011009;IPR034669;IPR002219;IPR027274;IPR017892;IPR014376;IPR000719;IPR017441;IPR008271;
P16056	IPR013783;IPR014756;IPR002909;IPR011009;IPR002165;IPR000719;IPR017441;IPR016201;IPR001627;IPR036352;IPR001245;IPR008266;IPR020635;IPR016244;IPR015943;
P16066	IPR001054;IPR018297;IPR001828;IPR001170;IPR011009;IPR029787;IPR028082;IPR000719;IPR001245;
P16070	IPR016186;IPR001231;IPR016187;IPR000538;
P16083	IPR003680;IPR029039;
P16092	IPR028174;IPR016248;IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;IPR013151;IPR011009;IPR000719;IPR017441;IPR001245;IPR008266;IPR020635;
P16109	IPR001304;IPR016186;IPR018378;IPR016187;IPR013032;IPR000742;IPR033991;IPR002396;IPR035976;IPR000436;
P16110	IPR013320;IPR015534;IPR001079;
P16116	IPR018170;IPR020471;IPR023210;IPR036812;
P16118	IPR003094;IPR013079;IPR013078;IPR029033;IPR027417;IPR001345;
P16152	IPR036291;IPR020904;IPR002347;
P16177	IPR000276;IPR017452;IPR001681;IPR001013;
P16190	IPR007110;IPR036179;IPR013783;IPR003006;IPR003597;IPR011161;IPR037055;IPR011162;IPR001039;IPR010579;
P16220	IPR004827;IPR003102;IPR029802;IPR001630;
P16232	IPR036291;IPR020904;IPR002347;
P16233	IPR029058;IPR013818;IPR016272;IPR033906;IPR002331;IPR001024;IPR036392;IPR000734;
P16234	IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;IPR011009;IPR027290;IPR000719;IPR017441;IPR001245;IPR008266;IPR020635;IPR001824;
P16235	IPR000276;IPR017452;IPR002131;IPR026906;IPR032675;IPR002273;IPR034298;
P16257	IPR030164;IPR038330;IPR004307;
P16277	IPR035853;IPR011009;IPR000719;IPR017441;IPR001245;IPR000980;IPR036860;IPR036028;IPR001452;IPR020635;
P16278	IPR026283;IPR025300;IPR008979;IPR031330;IPR019801;IPR001944;IPR017853;
P16298	IPR004843;IPR029052;IPR006186;
P16333	IPR017304;IPR035882;IPR035562;IPR035564;IPR035565;IPR000980;IPR036860;IPR036028;IPR001452;
P16390	IPR000210;IPR005821;IPR003968;IPR003972;IPR004050;IPR011333;IPR003131;IPR028325;IPR027359;
P16444	IPR000180;IPR028536;IPR032466;IPR008257;
P16453	IPR010977;IPR002129;IPR015424;IPR015422;IPR015421;IPR021115;
P16455	IPR001497;IPR014048;IPR036217;IPR008332;IPR036631;IPR036388;
P16469	IPR000907;IPR013819;IPR036226;IPR020834;IPR020833;IPR001885;IPR001024;IPR036392;
P16471	IPR003961;IPR036116;IPR015152;IPR013783;IPR003528;IPR033230;
P16473	IPR000276;IPR017452;IPR002131;IPR026906;IPR032675;IPR002274;IPR034298;
P16499	IPR003018;IPR029016;IPR003607;IPR032958;IPR023088;IPR002073;IPR036971;IPR023174;
P16519	IPR008979;IPR034182;IPR002884;IPR000209;IPR036852;IPR023827;IPR022398;IPR023828;IPR015500;IPR032815;IPR038466;
P16581	IPR001304;IPR016186;IPR018378;IPR016187;IPR013032;IPR000742;IPR033991;IPR002396;IPR035976;IPR000436;
P16586	IPR003018;IPR029016;IPR003607;IPR023088;IPR002073;IPR036971;IPR023174;
P16591	IPR027267;IPR031160;IPR001060;IPR028539;IPR037452;IPR035849;IPR011009;IPR000719;IPR017441;IPR001245;IPR000980;IPR036860;IPR016250;IPR008266;IPR020635;
P16610	IPR000276;IPR017452;IPR001681;IPR000913;
P16638	IPR014608;IPR013815;IPR017440;IPR032263;IPR016142;IPR016143;IPR002020;IPR036969;IPR033847;IPR003781;IPR005811;IPR036291;IPR017866;IPR016102;
P16662	IPR002213;IPR035595;
P16885	IPR000008;IPR035892;IPR011992;IPR011993;IPR001849;IPR001192;IPR016279;IPR028381;IPR035023;IPR035024;IPR017946;IPR035723;IPR000909;IPR001711;IPR000980;IPR036860;IPR036028;IPR001452;
P17105	IPR005522;IPR038286;
P17164	IPR016286;IPR028755;IPR031919;IPR000933;IPR018526;IPR013780;IPR017853;
P17181	IPR003961;IPR036116;IPR013783;IPR015373;IPR016669;
P17252	IPR000961;IPR000008;IPR035892;IPR034663;IPR020454;IPR011009;IPR002219;IPR017892;IPR000719;IPR017441;IPR014375;IPR008271;
P17289	IPR001273;IPR036951;IPR036329;IPR019774;IPR005962;IPR019773;IPR021164;
P17301	IPR013517;IPR013519;IPR000413;IPR013649;IPR018184;IPR028994;IPR032695;IPR002035;IPR036465;
P17325	IPR004827;IPR015558;IPR005643;IPR002112;IPR008917;
P17342	IPR001828;IPR001170;IPR028082;
P17405	IPR004843;IPR029052;IPR011001;IPR008139;IPR011160;
P17425	IPR000590;IPR013746;IPR013528;IPR010122;IPR016039;
P17439	IPR033452;IPR001139;IPR033453;IPR013780;IPR017853;
P17516	IPR018170;IPR020471;IPR023210;IPR036812;
P17538	IPR009003;IPR001314;IPR001254;IPR018114;IPR033116;
P17599	IPR013815;IPR016185;IPR028713;IPR001359;IPR020898;IPR019735;IPR019736;IPR020897;
P17612	IPR000961;IPR011009;IPR039035;IPR000719;IPR017441;IPR008271;
P17655	IPR033883;IPR022684;IPR022682;IPR022683;IPR036213;IPR029539;IPR011992;IPR018247;IPR002048;IPR038765;IPR000169;IPR001300;
P17706	IPR029021;IPR000242;IPR012265;IPR016130;IPR003595;IPR000387;
P17707	IPR001985;IPR016067;IPR018166;
P17708	IPR001985;IPR016067;IPR018166;
P17712	IPR039073;IPR001312;IPR019807;IPR022673;IPR022672;
P17752	IPR002912;IPR001273;IPR018301;IPR036951;IPR036329;IPR019774;IPR005963;IPR019773;
P17787	IPR032932;IPR006202;IPR036734;IPR006201;IPR036719;IPR006029;IPR018000;IPR002394;
P17861	IPR004827;
P17931	IPR013320;IPR015534;IPR001079;
P17936	IPR009030;IPR012211;IPR000867;IPR009168;IPR022321;IPR017891;IPR000716;IPR036857;
P17948	IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;IPR013106;IPR013151;IPR011009;IPR000719;IPR017441;IPR001245;IPR008266;IPR020635;IPR001824;IPR009135;
P18031	IPR029021;IPR000242;IPR012265;IPR016130;IPR003595;IPR000387;
P18054	IPR000907;IPR013819;IPR036226;IPR020834;IPR020833;IPR001885;IPR001024;IPR036392;
P18065	IPR009030;IPR012210;IPR000867;IPR009168;IPR022321;IPR017891;IPR000716;IPR036857;
P18089	IPR002233;IPR000207;IPR000276;IPR017452;
P18090	IPR002233;IPR000507;IPR000276;IPR017452;
P18113	IPR035500;IPR000536;IPR001723;IPR001728;IPR001628;IPR013088;
P18125	IPR030681;IPR001128;IPR017972;IPR024204;IPR002403;IPR036396;
P18130	IPR002233;IPR001004;IPR000276;IPR017452;
P18266	IPR033573;IPR011009;IPR000719;IPR017441;IPR008271;IPR039192;
P18292	IPR035972;IPR000294;IPR000001;IPR013806;IPR018056;IPR038178;IPR009003;IPR001314;IPR003966;IPR018992;IPR037111;IPR001254;IPR018114;IPR033116;
P18298	IPR022631;IPR022630;IPR022629;IPR022628;IPR002133;IPR022636;
P18337	IPR001304;IPR016186;IPR018378;IPR016187;IPR013032;IPR000742;IPR016348;IPR002396;IPR035976;IPR000436;
P18405	IPR016636;IPR001104;IPR039357;
P18433	IPR029021;IPR000242;IPR016130;IPR003595;IPR016336;IPR027262;IPR000387;
P18434	IPR000402;IPR038702;
