Entry	Cross-reference (InterPro)
Q969J2	IPR001909;IPR036051;IPR003309;IPR038269;IPR036236;IPR013087;
Q969I6	IPR013057;
Q969I3	IPR016181;IPR010313;IPR013652;IPR015938;
Q969H9	
Q969H8	IPR018887;
Q969H6	IPR016819;IPR002759;IPR038085;
Q969H4	IPR017874;IPR001478;IPR011993;IPR001849;IPR001660;IPR013761;
Q969H0	IPR036047;IPR001810;IPR020472;IPR015943;IPR001680;IPR019775;IPR017986;IPR036322;
Q969G9	IPR011992;IPR018247;IPR002048;IPR040140;
Q969G6	IPR023468;IPR015865;IPR023465;
Q969G5	IPR033300;IPR026752;
Q969G3	IPR030089;IPR009071;IPR036910;
Q969G2	IPR009057;IPR017970;IPR001356;IPR001781;
Q969F9	IPR017216;IPR029438;IPR028167;IPR029437;
Q969F8	IPR000276;IPR017452;IPR008103;
Q969F2	IPR011992;IPR002048;IPR040140;
Q969F1	IPR019481;
Q969F0	IPR039153;IPR039433;
Q969E8	IPR019398;
Q969E4	IPR021156;
Q969E3	IPR000187;IPR024270;
Q969E2	IPR007273;
Q969E1	IPR009955;
Q969D9	IPR029189;IPR038329;
Q95IE3	IPR007110;IPR036179;IPR013783;IPR003006;IPR003597;IPR011162;IPR014745;IPR000353;
Q95604	IPR007110;IPR036179;IPR013783;IPR003006;IPR003597;IPR011161;IPR037055;IPR011162;IPR001039;IPR010579;
Q95460	IPR007110;IPR036179;IPR013783;IPR003006;IPR003597;IPR011161;IPR037055;IPR011162;IPR001039;
Q95365	IPR007110;IPR036179;IPR013783;IPR003006;IPR003597;IPR011161;IPR037055;IPR011162;IPR001039;IPR010579;
Q93100	IPR008928;IPR011613;IPR008734;
Q93099	IPR005708;IPR014710;IPR011051;
Q93098	IPR034311;IPR005817;IPR013301;IPR018161;
Q93097	IPR005817;IPR009140;IPR018161;
Q93096	IPR000340;IPR029021;IPR003595;IPR000387;
Q93091	IPR001427;IPR036816;IPR023411;IPR023412;
Q93088	IPR017226;IPR003726;IPR036589;
Q93086	IPR003048;IPR027309;IPR001429;
Q93084	IPR006068;IPR004014;IPR023299;IPR018303;IPR023298;IPR008250;IPR036412;IPR023214;IPR005782;IPR001757;IPR030330;
Q93083	IPR003019;IPR017854;IPR023587;IPR000006;IPR018064;
Q93079	IPR009072;IPR007125;IPR000558;
Q93077	IPR009072;IPR002119;IPR007125;IPR032454;IPR032458;
Q93075	IPR018228;IPR032466;IPR001130;
Q93074	IPR019035;IPR021989;IPR021990;
Q93073	IPR029064;IPR004038;IPR040051;
Q93070	IPR000768;
Q93063	IPR004263;IPR027673;IPR040911;IPR015338;IPR029044;
Q93062	IPR012677;IPR035979;IPR000504;
Q93052	IPR028771;IPR001781;
Q93050	IPR002490;IPR026028;
Q93045	IPR026729;IPR030514;IPR000956;IPR036002;
Q93038	IPR011029;IPR000488;IPR001368;IPR022329;IPR034050;
Q93034	IPR016157;IPR016158;IPR036317;IPR001373;IPR019559;IPR016159;IPR036388;IPR036390;
Q93033	IPR002195;IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR013106;
Q93015	IPR016181;IPR000182;IPR039840;
Q93009	IPR002083;IPR038765;IPR001394;IPR008974;IPR024729;IPR029346;IPR018200;IPR028889;
Q93008	IPR016024;IPR038765;IPR001394;IPR018200;IPR028889;
Q92997	IPR000591;IPR024580;IPR008339;IPR003351;IPR001158;IPR038207;IPR015506;IPR008342;IPR001478;IPR036034;IPR029071;IPR036388;IPR036390;
Q92995	IPR038765;IPR001394;IPR015940;IPR009060;IPR016652;IPR041432;IPR018200;IPR028889;IPR013083;IPR001607;
Q92994	IPR011665;IPR013763;IPR036915;IPR000812;IPR013150;IPR013137;
Q92993	IPR016181;IPR016197;IPR000953;IPR037995;IPR002717;IPR025995;IPR036388;IPR040706;
Q92990	IPR019516;IPR013877;
Q92989	IPR028606;IPR010655;IPR038238;IPR032324;IPR038239;IPR032319;IPR027417;
Q92988	IPR009057;IPR017970;IPR001356;IPR020479;IPR000047;
Q92985	IPR019817;IPR001346;IPR019471;IPR017855;IPR008984;IPR036388;IPR036390;
Q92982	IPR007007;IPR015639;
Q92979	IPR029028;IPR005304;IPR029026;
Q92974	IPR037806;IPR035899;IPR000219;IPR002219;IPR011993;IPR041020;IPR001849;
Q92973	IPR011989;IPR016024;IPR001494;IPR040122;
Q92968	IPR007223;IPR035463;IPR036028;IPR001452;
Q92966	IPR022042;
Q92963	IPR027417;IPR005225;IPR001806;IPR020849;
Q92959	IPR002350;IPR036058;IPR020846;IPR036259;IPR004156;
Q92956	IPR001368;IPR022332;IPR034031;
Q92954	IPR000585;IPR036375;IPR018487;IPR018486;IPR036024;IPR020436;IPR001212;
Q92953	IPR000210;IPR005821;IPR003968;IPR003973;IPR005826;IPR011333;IPR003131;IPR028325;IPR027359;
Q92952	IPR004178;IPR036122;IPR015449;IPR013099;
Q92949	IPR001766;IPR018122;IPR030456;IPR036388;IPR036390;
Q92947	IPR006089;IPR006091;IPR036250;IPR009075;IPR013786;IPR037069;IPR009100;
Q92945	IPR015096;IPR004087;IPR004088;IPR036612;
Q92935	IPR004263;IPR027675;IPR040911;IPR015338;IPR029044;
Q92934	IPR018868;
Q92932	IPR033522;IPR029021;IPR000242;IPR021613;IPR038112;IPR029403;IPR016130;IPR003595;IPR000387;
Q92930	IPR027417;IPR005225;IPR001806;
Q92928	IPR027417;IPR005225;IPR001806;
Q92925	IPR030090;IPR019835;IPR036885;IPR003121;
Q92922	IPR030087;IPR036420;IPR000953;IPR009057;IPR001005;IPR017884;IPR032451;IPR032450;IPR007526;IPR032448;IPR036388;
Q92918	IPR001180;IPR011009;IPR021160;IPR000719;IPR017441;
Q92917	IPR000467;IPR041993;IPR041994;IPR005824;IPR026822;
Q92915	IPR028284;IPR002209;IPR008996;
Q92914	IPR028253;IPR002209;IPR008996;
Q92913	IPR028279;IPR002209;IPR008996;
Q92911	IPR038377;IPR001734;IPR018212;IPR035689;
Q92908	IPR008013;IPR016375;IPR039355;IPR000679;IPR013088;
Q92905	IPR037740;IPR040961;IPR000555;IPR037518;
Q92904	IPR037366;IPR037551;IPR034779;IPR012677;IPR035979;IPR000504;
Q92903	IPR000374;IPR016720;
Q92902	IPR026053;
Q92901	IPR000597;IPR019926;IPR009000;
Q92900	IPR041679;IPR041677;IPR040812;IPR006935;IPR027417;IPR018999;
Q92896	IPR001893;IPR017873;IPR039728;
Q92890	IPR004854;IPR042299;
Q92889	IPR006166;IPR011335;IPR010994;IPR006167;
Q92888	IPR035899;IPR000219;IPR037887;IPR011993;IPR041020;IPR001849;IPR015212;IPR036305;
Q92887	IPR003593;IPR011527;IPR036640;IPR003439;IPR017871;IPR030247;IPR005292;IPR027417;
Q92886	IPR011598;IPR036638;IPR032653;
Q92882	IPR002110;IPR020683;IPR036770;IPR036028;IPR001452;
Q92879	IPR034196;IPR034198;IPR034199;IPR012677;IPR035979;IPR000504;
Q92878	IPR027417;IPR038729;IPR004584;IPR013134;
Q92876	IPR009003;IPR001314;IPR001254;IPR018114;IPR033116;
Q92874	IPR018057;IPR016202;IPR033125;IPR036691;IPR005135;
Q92871	IPR036412;IPR006379;IPR023214;IPR005002;
Q92870	IPR039576;IPR011993;IPR006020;IPR001202;IPR036020;
Q92859	IPR003961;IPR036116;IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;IPR033024;IPR010560;
Q92858	IPR032661;IPR011598;IPR036638;
Q92854	IPR007110;IPR036179;IPR013783;IPR003599;IPR003598;IPR013151;IPR002165;IPR016201;IPR001627;IPR036352;IPR027231;IPR015943;
Q92851	IPR029030;IPR035701;IPR033139;IPR016129;IPR011029;IPR001875;IPR002398;IPR002138;IPR001309;IPR015917;
Q92847	IPR039129;IPR003905;IPR000276;IPR017452;
Q92845	IPR011989;IPR016024;IPR000225;IPR008658;
Q92844	IPR039669;IPR024581;
Q92843	IPR013280;IPR002475;IPR020717;IPR020726;IPR003093;IPR020731;IPR036834;IPR026298;
Q92841	IPR011545;IPR014001;IPR001650;IPR027417;IPR000629;IPR014014;
Q92839	IPR028385;IPR029044;
Q92838	IPR006052;IPR008983;
Q92837	IPR008014;
Q92835	IPR036691;IPR005135;IPR000300;IPR000980;IPR036860;
Q92834	IPR009091;IPR000408;
Q92833	IPR001606;IPR036431;IPR003347;IPR003349;IPR004198;
Q92832	IPR013320;IPR001881;IPR013032;IPR000742;IPR000152;IPR018097;IPR024731;IPR009030;IPR001791;IPR001007;
Q92831	IPR016181;IPR001487;IPR036427;IPR018359;IPR037800;IPR016376;IPR000182;IPR009464;
Q92830	IPR016181;IPR001487;IPR036427;IPR018359;IPR037800;IPR016376;IPR000182;IPR009464;
Q92828	IPR027335;IPR015505;IPR015048;IPR015943;IPR001680;IPR019775;IPR017986;IPR036322;
Q92826	IPR009057;IPR017970;IPR001356;IPR022067;
Q92824	IPR000742;IPR006212;IPR008979;IPR032778;IPR009030;IPR034182;IPR002884;IPR000209;IPR036852;IPR023827;IPR022398;IPR023828;IPR015500;IPR032815;IPR038466;IPR011641;
Q92823	IPR003961;IPR036116;IPR007110;IPR036179;IPR013783;IPR003006;IPR013098;IPR003599;IPR003598;IPR026966;
Q92820	IPR029062;IPR015527;IPR011697;
Q92819	IPR028371;IPR029044;
Q92817	IPR041615;IPR030460;IPR035915;IPR001101;IPR001452;IPR018159;
Q92813	IPR000643;IPR008261;IPR036249;
Q92806	IPR014756;IPR041647;IPR016449;IPR003276;IPR013518;IPR040445;
Q92805	IPR000237;
Q92804	IPR012677;IPR035979;IPR000504;IPR034875;IPR034870;IPR001876;IPR036443;
Q92802	IPR026568;IPR026302;IPR027417;
Q92800	IPR026489;IPR032926;IPR021654;IPR041343;IPR041355;IPR001005;IPR001214;IPR033467;
Q92797	IPR011989;IPR016024;IPR021850;IPR032460;IPR022075;
Q92796	IPR016313;IPR019590;IPR035763;IPR008145;IPR008144;IPR020590;IPR027417;IPR001478;IPR019583;IPR036034;IPR036028;IPR001452;
Q92794	IPR016181;IPR002717;IPR005818;IPR031280;IPR036388;IPR036390;IPR040706;IPR011011;IPR001965;IPR019787;IPR013083;
Q92793	IPR001487;IPR036427;IPR018359;IPR031162;IPR013178;IPR003101;IPR036529;IPR009110;IPR014744;IPR037073;IPR010303;IPR038547;IPR035898;IPR013083;IPR000197;IPR000433;
Q92791	IPR033213;
Q92786	IPR023082;IPR037131;IPR009057;IPR039350;IPR007738;
Q92785	IPR025750;IPR036236;IPR013087;IPR011011;IPR001965;IPR019787;IPR013083;
Q92784	IPR038047;IPR025750;IPR036236;IPR013087;IPR011011;IPR001965;IPR019787;IPR013083;
Q92783	IPR008942;IPR036028;IPR001452;IPR035657;IPR003903;IPR002014;
Q92782	IPR038046;IPR025750;IPR011011;IPR001965;IPR019787;IPR013083;
Q92781	IPR036291;IPR002347;
Q92777	IPR013815;IPR016185;IPR028712;IPR001359;IPR020898;IPR019735;IPR019736;IPR020897;
Q92772	IPR011009;IPR000719;IPR017441;IPR008271;
Q92771	IPR006555;IPR028331;IPR010614;IPR014013;IPR006554;IPR027417;IPR013020;
Q92769	IPR000286;IPR003084;IPR023801;IPR037138;IPR023696;
Q92766	IPR036236;IPR013087;
Q92765	IPR015526;IPR020067;IPR036790;IPR001134;IPR018933;IPR035813;IPR026556;IPR041759;IPR008993;
Q92764	IPR018039;IPR039008;IPR042180;IPR002957;
Q92759	IPR040662;IPR004598;
Q92754	IPR004979;IPR013854;IPR008123;
Q92753	IPR035500;IPR000536;IPR001723;IPR003079;IPR001628;IPR013088;
Q92752	IPR013032;IPR000742;IPR013111;IPR041161;IPR036056;IPR002181;IPR003961;IPR036116;IPR013783;IPR033079;
Q92750	IPR009072;IPR007900;IPR037249;IPR003894;
Q92748	IPR009786;
Q92747	IPR030140;IPR017383;IPR015943;IPR001680;IPR017986;IPR036322;
Q92743	IPR009030;IPR000867;IPR002350;IPR036058;IPR001478;IPR041489;IPR036034;IPR009003;IPR001940;
Q92738	IPR000195;IPR035969;
Q92737	IPR027417;IPR001806;IPR020849;
Q92736	IPR001870;IPR013320;IPR011992;IPR002048;IPR014821;IPR005821;IPR036300;IPR016093;IPR013662;IPR000699;IPR013333;IPR003032;IPR009460;IPR035910;IPR035761;IPR035764;IPR035762;IPR003877;
Q92734	IPR000270;IPR034857;IPR033512;
Q92733	IPR018800;
Q92731	IPR028355;IPR021064;IPR035500;IPR000536;IPR001723;IPR024178;IPR001628;IPR013088;
Q92730	IPR027417;IPR005225;IPR001806;IPR003578;
Q92729	IPR013320;IPR003961;IPR036116;IPR036179;IPR013783;IPR000998;IPR029021;IPR000242;IPR016130;IPR003595;IPR000387;
Q92698	IPR014001;IPR001650;IPR027417;IPR038718;IPR000330;
Q92696	IPR001611;IPR032675;IPR002088;IPR036254;IPR009087;IPR032955;
Q92692	IPR013162;IPR007110;IPR036179;IPR013783;IPR003599;IPR013106;IPR033318;
Q92688	IPR001611;IPR032675;IPR003603;
Q92686	IPR000048;
Q92685	IPR007873;
Q92681	IPR039222;IPR015940;
Q92674	IPR012485;
Q92673	IPR011042;IPR003961;IPR036116;IPR013783;IPR036055;IPR023415;IPR000033;IPR002172;IPR031777;IPR031778;IPR006581;IPR015943;
Q92670	IPR001909;IPR036051;IPR003309;IPR038269;IPR036236;IPR013087;
Q92667	IPR033104;IPR004087;IPR004088;IPR036612;IPR035437;IPR002999;
Q92665	IPR026299;
Q92664	IPR036236;IPR013087;
Q92643	IPR028361;IPR001096;
Q92637	IPR007110;IPR036179;IPR013783;IPR003599;IPR003598;
Q92636	IPR000409;IPR036372;IPR004182;IPR023362;IPR015943;IPR001680;IPR017986;IPR036322;
Q92633	IPR000276;IPR017452;IPR004065;IPR002277;
Q92630	IPR011009;IPR000719;IPR017441;IPR008271;
Q92629	IPR006875;IPR039972;IPR027661;
Q92628	IPR027871;
Q92626	IPR000483;IPR019791;IPR010255;IPR037120;IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;IPR001611;IPR003591;IPR032675;IPR034828;IPR034824;IPR001007;
Q92625	IPR033637;IPR002110;IPR020683;IPR036770;IPR011993;IPR006020;IPR001660;IPR013761;IPR041880;IPR041882;
Q92624	IPR013026;IPR011990;IPR019734;
Q92623	IPR013026;IPR011990;IPR013105;IPR019734;
Q92622	IPR004012;IPR037213;IPR025258;
Q92621	IPR021827;
Q92620	IPR011545;IPR002464;IPR011709;IPR007502;IPR014001;IPR001650;IPR027417;
Q92619	IPR027267;IPR031160;IPR001060;IPR002219;IPR008936;IPR000198;
Q92618	IPR036236;IPR013087;
Q92617	IPR009443;
Q92616	IPR011989;IPR016024;IPR033173;IPR021133;IPR034085;
Q92615	IPR006630;IPR034900;IPR035979;IPR036388;IPR036390;
Q92614	IPR000048;IPR036961;IPR031244;IPR001609;IPR027401;IPR004009;IPR002928;IPR036064;IPR027417;IPR001478;IPR041489;IPR036034;IPR020587;
Q92613	IPR019542;IPR034732;IPR039550;IPR019786;IPR011011;IPR001965;IPR019787;IPR013083;
Q92611	IPR012341;IPR001382;IPR036026;
Q92610	IPR041697;IPR036236;IPR013087;
Q92609	IPR000195;IPR035969;
Q92608	IPR016024;IPR035892;IPR027007;IPR027357;IPR026791;IPR026799;IPR010703;IPR032376;IPR036028;IPR001452;
Q92604	IPR032098;IPR002123;
Q92600	IPR011989;IPR016024;IPR007216;
Q92599	IPR030379;IPR027417;IPR016491;
Q92598	IPR018181;IPR029048;IPR029047;IPR013126;IPR042053;
Q92597	IPR029058;IPR004142;IPR030693;
Q92585	IPR019082;
Q92583	IPR039809;IPR000827;IPR001811;IPR036048;
Q92581	IPR006153;IPR018422;IPR002090;IPR004709;
Q92576	IPR012921;IPR003618;IPR036575;IPR019786;IPR011011;IPR001965;IPR019787;IPR013083;
Q92575	IPR036249;IPR029071;IPR001012;
Q92574	IPR007483;
Q92572	IPR016635;IPR022775;IPR000804;IPR011012;
Q92570	IPR035500;IPR003072;IPR003070;IPR000536;IPR001723;IPR001628;IPR013088;
Q92569	IPR032498;IPR035020;IPR035022;IPR000980;IPR036860;
Q92567	IPR029247;
Q92565	IPR008937;IPR000651;IPR019804;IPR023578;IPR001895;IPR036964;IPR029071;
Q92564	IPR014764;IPR005176;
Q92563	IPR011992;IPR002350;IPR036058;IPR019577;IPR000716;IPR036857;
Q92562	IPR002013;
Q92561	IPR003961;IPR036116;IPR013783;
Q92560	IPR038765;IPR001578;IPR036959;IPR041507;
Q92558	IPR028288;IPR003124;
Q92556	IPR011989;IPR016024;IPR024574;IPR030715;IPR006816;IPR011993;IPR001849;
Q92552	IPR019266;IPR034913;IPR002885;IPR011990;
Q92551	IPR005522;IPR038286;
Q92547	IPR001357;IPR036420;IPR035960;
Q92546	IPR014848;
Q92545	IPR013783;IPR039877;IPR022113;
Q92544	IPR004240;
Q92543	IPR001683;IPR003114;IPR036871;IPR034908;IPR037909;IPR013937;
Q92542	IPR041084;IPR008710;
Q92541	IPR004343;IPR036128;
Q92540	IPR018834;IPR019458;IPR011990;
Q92539	IPR036412;IPR026058;IPR031703;IPR007651;IPR013209;IPR031315;
Q92538	IPR016024;IPR023394;IPR000904;IPR035999;IPR032691;
Q92537	IPR035976;IPR000436;
Q92536	IPR002293;
Q92535	IPR009450;
Q92530	IPR013886;IPR021625;
Q92529	IPR011993;IPR006019;IPR006020;IPR000980;IPR036860;IPR029593;IPR035676;
Q92527	IPR002110;IPR020683;IPR036770;
Q92526	IPR012722;IPR017998;IPR002194;IPR002423;IPR027409;IPR027413;IPR027410;
Q92523	IPR000542;IPR039551;IPR042232;IPR042231;IPR032476;
Q92522	IPR005818;IPR005819;IPR036388;IPR036390;
Q92521	IPR005599;IPR039521;
Q92520	IPR039220;IPR039219;IPR039477;IPR039475;
Q92519	IPR011009;IPR000719;IPR024104;
Q92508	IPR027272;IPR031805;IPR031334;
Q92506	IPR036291;IPR020904;IPR002347;
Q92504	IPR003689;
Q92503	IPR001251;IPR036865;IPR011074;IPR036273;IPR009038;IPR036598;IPR006797;
Q92502	IPR008936;IPR000198;IPR023393;IPR002913;
Q92499	IPR001870;IPR013320;IPR011545;IPR014001;IPR001650;IPR027417;IPR014014;IPR003877;
Q92496	IPR035976;IPR000436;
Q92485	IPR017064;IPR041805;IPR004843;IPR029052;
Q92484	IPR017064;IPR041805;IPR004843;IPR029052;
Q92482	IPR023271;IPR023275;IPR000425;IPR022357;
Q92481	IPR004979;IPR008122;IPR013854;
Q92478	IPR001304;IPR016186;IPR016187;IPR033992;
Q92466	IPR033312;IPR015943;IPR001680;IPR019775;IPR017986;IPR036322;
Q92187	IPR001675;IPR038578;IPR012163;
Q92186	IPR001675;IPR038578;IPR012163;
Q92185	IPR001675;IPR038578;IPR012163;
Q902F9	IPR000328;IPR029104;
Q902F8	IPR000328;IPR029104;
Q8WZB0	
Q8WZA9	IPR030385;IPR040070;
Q8WZA8	
Q8WZA6	IPR000276;IPR017452;IPR000725;
Q8WZA2	IPR018490;IPR000595;IPR000591;IPR008937;IPR000651;IPR019804;IPR023578;IPR001895;IPR036964;IPR014710;IPR029071;IPR036388;IPR036390;
Q8WZA1	IPR004139;IPR039477;IPR029044;IPR039474;
Q8WZA0	IPR009428;IPR036911;IPR040065;
Q8WZ94	IPR000276;IPR017452;IPR000725;
Q8WZ92	IPR000276;IPR017452;IPR000725;
Q8WZ84	IPR000276;IPR017452;IPR000725;
Q8WZ82	IPR029058;IPR005645;
Q8WZ79	IPR004947;
Q8WZ75	IPR003961;IPR036116;IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;
Q8WZ74	IPR002110;IPR020683;IPR036770;IPR019131;
Q8WZ73	IPR036361;IPR011011;IPR001841;IPR013083;
Q8WZ71	IPR038962;
Q8WZ69	IPR041435;
Q8WZ64	IPR037278;IPR001164;IPR038508;IPR011993;IPR001849;IPR000159;IPR008936;IPR037858;IPR000198;IPR001660;IPR013761;
Q8WZ60	IPR011705;IPR017096;IPR000210;IPR015915;IPR006652;IPR029851;IPR011333;
Q8WZ59	IPR028248;
Q8WZ55	IPR029181;
Q8WZ42	IPR003961;IPR036116;IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;IPR013106;IPR011009;IPR040849;IPR004168;IPR000719;IPR015129;IPR008266;
Q8WZ33	IPR000435;
Q8WZ26	
Q8WZ19	IPR000210;IPR011333;IPR003131;
Q8WZ04	IPR029063;IPR002935;IPR033025;
Q8WYR4	IPR003409;
Q8WYR1	IPR019522;
Q8WYQ9	IPR036871;IPR013761;IPR037632;IPR001878;IPR036875;
Q8WYQ5	IPR040375;IPR014720;IPR001202;IPR036020;
Q8WYQ4	IPR039471;
Q8WYQ3	IPR010625;
Q8WYP5	IPR032040;IPR025151;IPR011047;
Q8WYP3	IPR000159;IPR035868;IPR000980;IPR036860;IPR029071;IPR003123;IPR037191;
Q8WYN3	IPR031972;IPR023260;
Q8WYN0	IPR033474;IPR038765;IPR005078;
Q8WYL5	IPR014876;IPR000340;IPR029021;IPR027233;IPR016130;IPR000387;IPR020422;
Q8WYK2	IPR000837;IPR004827;IPR029819;
Q8WYK1	IPR028874;IPR013320;IPR000742;IPR000421;IPR036056;IPR002181;IPR008979;IPR001791;
Q8WYK0	IPR040170;IPR033120;IPR029069;IPR023393;IPR002913;IPR006683;
Q8WYJ6	IPR030379;IPR027417;IPR016491;
Q8WYH8	IPR028638;IPR028651;IPR024610;IPR019786;IPR011011;IPR001965;IPR019787;IPR013083;
Q8WYB5	IPR016181;IPR002717;IPR005818;IPR036388;IPR036390;IPR040706;IPR011011;IPR001965;IPR019787;IPR013083;
Q8WYA6	IPR011989;IPR016024;IPR039678;IPR013180;
Q8WYA1	IPR011598;IPR036638;IPR001067;IPR000014;IPR035965;IPR013767;
Q8WYA0	IPR029600;IPR041146;
Q8WY98	IPR018908;
Q8WY91	IPR012674;IPR014878;IPR006612;IPR038441;
Q8WY64	IPR019749;IPR000798;IPR014352;IPR035963;IPR019748;IPR000299;IPR018979;IPR018980;IPR041790;IPR011993;IPR029071;IPR001841;IPR013083;
Q8WY54	IPR015655;IPR000222;IPR036457;IPR001932;
Q8WY50	
Q8WY41	IPR008705;IPR038129;IPR024161;
Q8WY36	IPR009071;IPR036910;IPR019102;
Q8WY22	IPR033367;
Q8WY21	IPR013783;IPR000601;IPR035986;IPR031777;IPR031778;IPR006581;IPR015943;
Q8WY07	IPR002293;IPR015606;IPR004755;IPR029485;
Q8WXX7	IPR023246;
Q8WXX5	IPR001623;IPR018253;IPR036869;
Q8WXX0	IPR003593;IPR035699;IPR035706;IPR041658;IPR042219;IPR026983;IPR041589;IPR042228;IPR042222;IPR041466;IPR041228;IPR024743;IPR024317;IPR004273;IPR013602;IPR018247;IPR002048;IPR027417;
Q8WXW3	IPR026205;
Q8WXU2	IPR007052;IPR037894;IPR008978;IPR013026;IPR011990;IPR019734;
Q8WXT5	IPR001766;IPR018122;IPR030456;IPR036388;IPR036390;
Q8WXS8	IPR041645;IPR006586;IPR010294;IPR013273;IPR024079;IPR001590;IPR002870;IPR010909;IPR000884;IPR036383;
Q8WXS5	IPR004031;IPR008372;IPR008368;
Q8WXS4	IPR029372;
Q8WXS3	IPR009728;
Q8WXR4	IPR000048;IPR011009;IPR036961;IPR001609;IPR036083;IPR027417;IPR000719;IPR017441;IPR008271;
Q8WXQ8	IPR036990;IPR003146;IPR000834;
Q8WXQ3	
Q8WXK4	IPR002110;IPR020683;IPR036770;IPR001496;
Q8WXK3	IPR002110;IPR020683;IPR036770;IPR037334;IPR001496;IPR036036;
Q8WXK1	IPR002110;IPR020683;IPR036770;IPR001496;IPR036036;
Q8WXJ9	IPR036770;IPR039147;IPR001496;IPR036036;
Q8WXI9	IPR040386;IPR032346;IPR000679;IPR013088;
Q8WXI8	IPR001304;IPR016186;IPR033989;IPR016187;
Q8WXI7	IPR028850;IPR000082;IPR036364;
Q8WXI4	IPR040170;IPR033120;IPR029069;IPR023393;IPR002913;IPR006683;
Q8WXI3	IPR002110;IPR020683;IPR036770;IPR001496;IPR036036;
Q8WXI2	IPR010599;IPR017874;IPR001478;IPR036034;IPR011993;IPR001849;IPR001660;IPR013761;
Q8WXH6	IPR027417;IPR005225;IPR001806;IPR001496;IPR036036;
Q8WXH5	IPR000980;IPR036860;IPR028416;IPR022252;IPR035864;IPR037342;IPR001496;IPR036036;
Q8WXH4	IPR002110;IPR020683;IPR036770;IPR037333;IPR001496;IPR036036;
Q8WXH2	IPR017191;IPR003409;
Q8WXH0	IPR001589;IPR001715;IPR036872;IPR012315;IPR018159;IPR002017;IPR030266;
Q8WXG9	IPR026919;IPR038081;IPR003644;IPR013320;IPR009039;IPR005492;IPR017981;IPR000832;IPR000203;
Q8WXG8	IPR011992;IPR018247;IPR002048;IPR001751;IPR013787;IPR028490;
Q8WXG6	IPR001194;IPR005112;IPR039980;IPR037516;IPR005113;
Q8WXG1	IPR013785;IPR006638;IPR007197;
Q8WXF8	IPR011029;IPR001875;IPR038856;
Q8WXF7	IPR030386;IPR036543;IPR015894;IPR027417;
Q8WXF5	IPR001064;IPR011024;
Q8WXF3	IPR016179;IPR036438;IPR022353;IPR022352;
Q8WXF1	IPR012975;IPR012677;IPR034522;IPR034523;IPR035979;IPR000504;
Q8WXF0	IPR012677;IPR035979;IPR000504;IPR034477;
Q8WXE9	IPR036168;IPR028565;IPR012320;IPR031228;IPR017110;IPR022699;
Q8WXE1	IPR033349;
Q8WXE0	IPR002110;IPR020683;IPR036770;IPR027013;IPR035497;IPR035498;IPR035499;IPR032117;IPR001660;IPR013761;IPR036028;IPR001452;
Q8WXD9	IPR002110;IPR020683;IPR036770;IPR027013;IPR032232;IPR035497;IPR035498;IPR035495;IPR032117;IPR001660;IPR013761;IPR036028;IPR001452;
Q8WXD5	IPR009422;
Q8WXD2	IPR026197;
Q8WXD0	IPR000276;IPR017452;IPR036055;IPR023415;IPR002172;IPR001611;IPR003591;IPR032675;IPR008112;
Q8WXC6	IPR029391;
Q8WXC3	IPR004020;IPR011029;IPR002398;
Q8WXB4	IPR001909;IPR036051;IPR036236;IPR013087;
Q8WXB1	IPR019410;IPR029063;
Q8WXA9	IPR012677;IPR035979;IPR000504;IPR033568;IPR034192;
Q8WXA8	IPR006202;IPR036734;IPR006201;IPR036719;IPR006029;IPR018000;
Q8WXA3	IPR004012;IPR037213;IPR000306;IPR017455;IPR011011;IPR013083;
Q8WXA2	
Q8WX94	IPR004020;IPR011029;IPR032675;IPR007111;IPR041267;IPR041075;IPR027417;
Q8WX93	IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;IPR033017;
Q8WX92	IPR010405;
Q8WX77	IPR009030;IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;IPR000867;IPR011390;IPR002350;IPR036058;
Q8WX39	IPR012674;IPR002345;IPR022272;IPR000566;IPR002971;
Q8WWZ8	IPR001881;IPR000742;IPR000152;IPR018097;IPR001507;
Q8WWZ7	IPR003593;IPR003439;IPR017871;IPR026082;IPR030367;IPR027417;
Q8WWZ4	IPR003593;IPR003439;IPR017871;IPR026082;IPR027417;
Q8WWZ3	IPR011029;IPR000488;IPR039200;
Q8WWZ1	IPR027164;IPR000975;IPR003297;IPR008996;
Q8WWY8	IPR029058;IPR013818;IPR016272;IPR033906;IPR000734;
Q8WWY7	IPR036645;IPR008197;
Q8WWY6	IPR032343;IPR025884;
Q8WWY3	IPR029012;IPR042239;IPR002687;IPR036070;IPR012976;IPR027105;IPR019175;
Q8WWX9	IPR038219;IPR039992;IPR014912;IPR036249;
Q8WWX8	IPR038377;IPR001734;
Q8WWX0	IPR002110;IPR020683;IPR036770;IPR037328;IPR001496;IPR036036;
Q8WWW8	IPR011993;IPR001849;
