Entry	Cross-reference (InterPro)
Q16518	IPR004294;
Q16348	IPR029028;IPR020846;IPR036259;IPR004768;IPR000109;IPR018456;
Q96FL8	IPR002528;
P19324	IPR023795;IPR023796;IPR000215;IPR033830;IPR036186;IPR033547;
Q18CF3	IPR012754;IPR000722;IPR006592;IPR007080;IPR007066;IPR007083;IPR007081;IPR038120;
Q9HBY8	IPR000961;IPR011009;IPR017892;IPR000719;IPR017441;IPR008271;
P0A8T7	IPR012754;IPR000722;IPR006592;IPR007080;IPR007066;IPR007083;IPR007081;IPR038120;
P41440	IPR002666;IPR020846;IPR036259;IPR028339;
Q9HAU8	IPR016024;IPR038502;IPR034015;IPR001930;IPR015211;IPR014782;IPR027268;IPR033525;
P09651	IPR021662;IPR034845;IPR034803;IPR012677;IPR035979;IPR000504;
Q9EQZ6	IPR018490;IPR000595;IPR000591;IPR008937;IPR000651;IPR019804;IPR023578;IPR001895;IPR036964;IPR014710;IPR029071;IPR036388;IPR036390;
Q6DLS0	IPR001461;IPR001969;IPR012848;IPR033121;IPR021109;IPR034135;
P28074	IPR029055;IPR000243;IPR037558;IPR016050;IPR001353;IPR023333;
P49720	IPR029055;IPR033811;IPR016050;IPR001353;IPR023333;
P07753	IPR036854;IPR000484;IPR005867;
Q9JM51	IPR023352;IPR001129;IPR040162;
Q03431	IPR017981;IPR036445;IPR001879;IPR002170;IPR000832;IPR017983;
Q9CWJ9	IPR024051;IPR024050;IPR016193;IPR011607;IPR036914;IPR002695;
P31350	IPR009078;IPR012348;IPR033909;IPR030475;IPR000358;
P0A800	IPR003716;IPR006110;IPR012293;IPR036161;
P0CX82	IPR035970;IPR000196;IPR023638;IPR015972;IPR033935;IPR039547;
P0A7M2	IPR034704;IPR026569;IPR037147;IPR001383;
P09321	IPR009079;IPR001400;IPR018116;
P30656	IPR029055;IPR000243;IPR016050;IPR001353;IPR023333;
O00231	IPR000717;IPR035295;IPR011990;IPR036390;
O00487	IPR000555;IPR037518;IPR035299;IPR024969;
O88761	IPR016642;IPR011989;IPR016024;IPR002015;IPR035266;
P48556	IPR006746;IPR033464;IPR000717;
Q969U7	IPR019151;IPR016562;IPR038389;
Q920A5	IPR029058;IPR001563;IPR018202;
O76021	IPR023674;IPR028364;IPR016095;
Q968X7	IPR017896;IPR017900;IPR003097;IPR017927;IPR001094;IPR008254;IPR001709;IPR029039;IPR039261;IPR023173;IPR001433;IPR033412;IPR037112;IPR019456;IPR019752;IPR002880;IPR011895;IPR002869;IPR017938;IPR029061;IPR011766;IPR009014;
Q99KR7	IPR029000;IPR024936;IPR020892;IPR002130;
Q13427	IPR029000;IPR024936;IPR020892;IPR002130;
O75688	IPR015655;IPR000222;IPR012911;IPR036580;IPR036457;IPR001932;
O15297	IPR015655;IPR000222;IPR036457;IPR001932;
Q9NQV7	IPR001909;IPR036051;IPR003655;IPR001214;IPR019041;IPR036236;IPR013087;
Q5JRX3	IPR011249;IPR011765;IPR007863;IPR013578;
P78527	IPR016024;IPR037706;IPR003152;IPR011009;IPR012582;IPR000403;IPR036940;IPR018936;IPR003151;IPR014009;
P04925	IPR000817;IPR036924;IPR022416;IPR025860;
Q13546	IPR011029;IPR000488;IPR011009;IPR000719;IPR025735;IPR037934;IPR001245;IPR008271;
O43353	IPR001315;IPR011029;IPR011009;IPR000719;IPR017322;IPR001245;IPR008271;
Q8R413	IPR009523;IPR023569;
P04070	IPR017857;IPR001881;IPR013032;IPR000742;IPR000152;IPR018097;IPR035972;IPR000294;IPR012224;IPR009003;IPR001314;IPR001254;IPR018114;IPR033116;
P62191	IPR005937;IPR035244;IPR003593;IPR003959;IPR003960;IPR027417;IPR032501;
P07648	IPR013986;IPR027417;IPR006697;IPR011335;
P20052	IPR013922;
P46063	IPR011545;IPR004589;IPR014001;IPR001650;IPR027417;IPR032284;IPR036388;
P42338	IPR016024;IPR035892;IPR011009;IPR000403;IPR036940;IPR018936;IPR003113;IPR002420;IPR000341;IPR008290;IPR037702;IPR015433;IPR001263;IPR029071;
Q9Z280	IPR011993;IPR001849;IPR001683;IPR025202;IPR001736;IPR016555;IPR015679;IPR036871;
O60240	IPR004279;
O14939	IPR011993;IPR001849;IPR001683;IPR025202;IPR001736;IPR016555;IPR015679;IPR036871;
P03369	IPR001969;IPR000721;IPR017856;IPR036862;IPR001037;IPR001584;IPR003308;IPR000071;IPR012344;IPR001995;IPR021109;IPR034170;IPR018061;IPR008916;IPR008919;IPR010999;IPR012337;IPR002156;IPR036397;IPR000477;IPR010659;IPR010661;IPR001878;IPR036875;
P04585	IPR001969;IPR000721;IPR017856;IPR036862;IPR001037;IPR001584;IPR003308;IPR000071;IPR012344;IPR001995;IPR021109;IPR034170;IPR018061;IPR008916;IPR008919;IPR010999;IPR012337;IPR002156;IPR036397;IPR000477;IPR010659;IPR010661;IPR001878;IPR036875;
P03355	IPR001969;IPR000840;IPR036946;IPR039464;IPR002079;IPR003036;IPR001584;IPR001995;IPR021109;IPR018061;IPR008919;IPR010999;IPR012337;IPR002156;IPR036397;IPR034145;IPR000477;IPR001878;IPR036875;
Q9JJJ7	IPR004299;
Q8TCT1	IPR036412;IPR023214;IPR016965;IPR006384;
P17157	IPR011009;IPR000719;IPR017441;IPR008271;
P06803	IPR011009;IPR017348;IPR000719;IPR017441;IPR008271;
O74189	IPR027005;IPR003342;IPR036300;IPR016093;IPR032421;
P11086	IPR025820;IPR000940;IPR029063;
P00491	IPR000845;IPR035994;IPR011270;IPR011268;IPR018099;
O14924	IPR003109;IPR001478;IPR036034;IPR011993;IPR006020;IPR003116;IPR016137;IPR037880;IPR036305;IPR024066;IPR029071;
P27958	IPR011492;IPR002521;IPR002522;IPR002519;IPR002531;IPR002518;IPR000745;IPR001490;IPR002868;IPR013193;IPR038568;IPR024350;IPR014001;IPR001650;IPR013192;IPR038170;IPR027417;IPR009003;IPR004109;IPR007094;IPR002166;
O92972	IPR011492;IPR002521;IPR002522;IPR002519;IPR002531;IPR002518;IPR000745;IPR001490;IPR002868;IPR013193;IPR038568;IPR024350;IPR014001;IPR001650;IPR013192;IPR038170;IPR027417;IPR009003;IPR004109;IPR007094;IPR002166;
P20786	IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;IPR011009;IPR027290;IPR000719;IPR017441;IPR001245;IPR008266;IPR020635;IPR001824;
Q8WWQ0	IPR001487;IPR036427;IPR018359;IPR028738;IPR015943;IPR001680;IPR019775;IPR017986;IPR036322;
Q9BUL5	IPR011011;IPR001965;IPR019787;IPR013083;
P55058	IPR017943;IPR030675;IPR032942;IPR001124;IPR017954;IPR017942;IPR030179;
P55859	IPR000845;IPR035994;IPR011270;IPR011268;IPR018099;
P85973	IPR000845;IPR035994;IPR011270;IPR011268;IPR018099;
P00166	IPR005798;IPR036150;IPR005870;
P00511	IPR009161;IPR022953;IPR015912;IPR000023;IPR035966;
P15428	IPR036291;IPR020904;IPR002347;
Q63921	IPR029580;IPR000742;IPR019791;IPR010255;IPR037120;
P35355	IPR029576;IPR000742;IPR019791;IPR010255;IPR037120;
P16617	IPR001576;IPR015911;IPR015824;IPR036043;
P16234	IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;IPR011009;IPR027290;IPR000719;IPR017441;IPR001245;IPR008266;IPR020635;IPR001824;
P26618	IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;IPR011009;IPR027290;IPR000719;IPR017441;IPR001245;IPR008266;IPR020635;IPR001824;
P0DM80	IPR003660;IPR003594;IPR036890;IPR005467;IPR036097;IPR015014;IPR038429;IPR004358;
P51178	IPR000008;IPR035892;IPR011992;IPR018247;IPR002048;IPR011993;IPR001849;IPR001192;IPR028391;IPR017946;IPR015359;IPR000909;IPR001711;
Q9NZ42	IPR019379;
P12955	IPR007865;IPR029149;IPR036005;IPR000994;IPR001131;
P07202	IPR001881;IPR013032;IPR000742;IPR000152;IPR018097;IPR019791;IPR010255;IPR037120;IPR035976;IPR000436;IPR029589;
O97554	IPR029580;IPR000742;IPR019791;IPR010255;IPR037120;
P35354	IPR029576;IPR000742;IPR019791;IPR010255;IPR037120;
P07205	IPR001576;IPR015911;IPR015824;IPR036043;
P05622	IPR007110;IPR036179;IPR013783;IPR003599;IPR003598;IPR013151;IPR011009;IPR027288;IPR000719;IPR017441;IPR001245;IPR008266;IPR020635;IPR001824;
Q05030	IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;IPR013151;IPR011009;IPR027288;IPR000719;IPR017441;IPR001245;IPR008266;IPR020635;IPR001824;
P04993	IPR003593;IPR027417;IPR006344;IPR027785;
Q99943	IPR004552;IPR002123;
Q01970	IPR000008;IPR035892;IPR011992;IPR001192;IPR016280;IPR014815;IPR037862;IPR017946;IPR015359;IPR000909;IPR001711;
O15305	IPR036412;IPR006379;IPR023214;IPR005002;
P34980	IPR000154;IPR000276;IPR017452;IPR008365;IPR001244;IPR000265;
P11678	IPR029599;IPR019791;IPR010255;IPR037120;
O62664	IPR029580;IPR000742;IPR019791;IPR010255;IPR037120;
P23219	IPR029580;IPR000742;IPR019791;IPR010255;IPR037120;
P07378	IPR027250;IPR001576;IPR015911;IPR015824;IPR036043;
P79208	IPR029576;IPR000742;IPR019791;IPR010255;IPR037120;
Q13526	IPR000297;IPR023058;IPR001202;IPR036020;
P22061	IPR000682;IPR029063;
Q9HB21	IPR011993;IPR001849;
P32871	IPR016024;IPR011009;IPR000403;IPR036940;IPR018936;IPR003113;IPR002420;IPR000341;IPR008290;IPR037704;IPR015433;IPR001263;IPR029071;
P70496	IPR011993;IPR001849;IPR001683;IPR025202;IPR001736;IPR016555;IPR015679;IPR036871;
Q9NQ66	IPR000008;IPR035892;IPR011992;IPR001192;IPR016280;IPR028400;IPR014815;IPR009535;IPR037862;IPR017946;IPR015359;IPR000909;IPR001711;
O15120	IPR004552;IPR002123;
P10686	IPR000008;IPR035892;IPR011992;IPR018247;IPR002048;IPR011993;IPR001849;IPR001192;IPR016279;IPR028380;IPR035023;IPR035024;IPR017946;IPR035724;IPR000909;IPR001711;IPR000980;IPR036860;IPR036028;IPR001452;
Q86YI8	IPR011011;IPR001965;IPR019787;IPR013083;
P00438	IPR002938;IPR036188;IPR012733;
P08394	IPR014017;IPR000212;IPR011604;IPR027417;IPR038726;IPR004586;IPR011335;IPR014016;IPR034739;
O70444	IPR011009;IPR017348;IPR000719;IPR017441;IPR008271;
O00562	IPR004177;IPR036412;IPR031315;IPR001666;IPR023393;
P42337	IPR016024;IPR011009;IPR000403;IPR036940;IPR018936;IPR003113;IPR002420;IPR000341;IPR008290;IPR037704;IPR015433;IPR001263;IPR029071;
Q8NEB9	IPR016024;IPR035892;IPR011009;IPR000403;IPR036940;IPR018936;IPR002420;IPR008290;IPR015433;IPR001263;
O35083	IPR004552;IPR002123;
P97813	IPR011993;IPR001849;IPR001683;IPR025202;IPR001736;IPR016555;IPR015679;IPR036871;
P00747	IPR000001;IPR013806;IPR018056;IPR038178;IPR003609;IPR023317;IPR009003;IPR001314;IPR001254;IPR018114;IPR033116;
P16885	IPR000008;IPR035892;IPR011992;IPR011993;IPR001849;IPR001192;IPR016279;IPR028381;IPR035023;IPR035024;IPR017946;IPR035723;IPR000909;IPR001711;IPR000980;IPR036860;IPR036028;IPR001452;
Q8CIH5	IPR000008;IPR035892;IPR011992;IPR011993;IPR001849;IPR001192;IPR016279;IPR028381;IPR035023;IPR035024;IPR017946;IPR035723;IPR000909;IPR001711;IPR000980;IPR036860;IPR036028;IPR001452;
P24135	IPR000008;IPR035892;IPR011992;IPR011993;IPR001849;IPR001192;IPR016279;IPR028381;IPR035023;IPR035024;IPR017946;IPR035723;IPR000909;IPR001711;IPR000980;IPR036860;IPR036028;IPR001452;
Q9Z1L0	IPR016024;IPR035892;IPR011009;IPR000403;IPR036940;IPR018936;IPR003113;IPR002420;IPR000341;IPR008290;IPR037702;IPR015433;IPR001263;IPR029071;
O00329	IPR016024;IPR035892;IPR011009;IPR000403;IPR036940;IPR018936;IPR003113;IPR002420;IPR000341;IPR008290;IPR037703;IPR015433;IPR001263;IPR029071;
Q9JHG7	IPR016024;IPR035892;IPR011009;IPR000403;IPR036940;IPR018936;IPR003113;IPR002420;IPR000341;IPR008290;IPR015433;IPR001263;IPR029071;
P10688	IPR000008;IPR035892;IPR011992;IPR018247;IPR002048;IPR011993;IPR001849;IPR001192;IPR028391;IPR017946;IPR015359;IPR000909;IPR001711;
P08487	IPR000008;IPR035892;IPR011992;IPR018247;IPR002048;IPR011993;IPR001849;IPR001192;IPR016279;IPR028380;IPR035023;IPR035024;IPR017946;IPR035724;IPR000909;IPR001711;IPR000980;IPR036860;IPR036028;IPR001452;
P19174	IPR000008;IPR035892;IPR011992;IPR018247;IPR002048;IPR011993;IPR001849;IPR001192;IPR016279;IPR028380;IPR035023;IPR035024;IPR017946;IPR035724;IPR000909;IPR001711;IPR000980;IPR036860;IPR036028;IPR001452;
P20918	IPR000001;IPR013806;IPR018056;IPR038178;IPR003609;IPR023317;IPR009003;IPR001314;IPR001254;IPR018114;IPR033116;
Q01177	IPR000001;IPR013806;IPR018056;IPR038178;IPR003609;IPR023317;IPR009003;IPR001314;IPR001254;IPR018114;IPR033116;
Q62688	IPR000008;IPR035892;IPR011992;IPR011993;IPR001849;IPR001192;IPR017946;IPR015359;IPR028382;IPR000909;IPR001711;
P25094	IPR003936;IPR004031;IPR004032;
P00798	IPR001461;IPR001969;IPR034163;IPR033121;IPR021109;
P04073	IPR001461;IPR001969;IPR012848;IPR033735;IPR033121;IPR021109;
O15055	IPR000014;IPR035965;IPR013655;IPR022728;
P22079	IPR019791;IPR010255;IPR037120;IPR029587;
Q80TJ7	IPR003347;IPR019786;IPR011011;IPR001965;IPR019787;
O00625	IPR012093;IPR008778;IPR003829;IPR014710;IPR011051;
P0A8V2	IPR019462;IPR015712;IPR007120;IPR037033;IPR010243;IPR007121;IPR007644;IPR007642;IPR037034;IPR007645;IPR007641;IPR014724;
Q99720	IPR006716;
P19634	IPR006153;IPR018422;IPR001970;IPR004709;IPR032103;
P26433	IPR006153;IPR018422;IPR018410;IPR004709;
Q18CI5	IPR011262;IPR011263;IPR011773;IPR036603;IPR011260;IPR036643;
O00141	IPR000961;IPR011009;IPR017892;IPR000719;IPR017441;IPR008271;
Q60492	IPR006716;
P50482	IPR006153;IPR018422;IPR001953;IPR004709;IPR032103;
P48764	IPR006153;IPR018422;IPR018410;IPR004709;
P26432	IPR006153;IPR018422;IPR018410;IPR004709;
P0A4A3	IPR012340;IPR006032;IPR005679;
Q9WVC6	IPR000961;IPR011009;IPR017892;IPR000719;IPR017441;IPR008271;
Q18CF1	IPR019462;IPR015712;IPR007120;IPR037033;IPR010243;IPR007121;IPR007644;IPR007642;IPR037034;IPR007645;IPR007641;IPR014724;
Q9H0K1	IPR011009;IPR000719;IPR017441;IPR008271;IPR017090;IPR034672;IPR015940;
Q9R0C9	IPR006716;
P07659	IPR024075;IPR002092;IPR037159;IPR029262;
Q9Y2K2	IPR011009;IPR000719;IPR017441;IPR008271;IPR034672;IPR015940;
Q9Y6E7	IPR029035;IPR003000;IPR026591;IPR026587;IPR026590;
Q9NXA8	IPR029035;IPR003000;IPR026591;IPR027546;IPR026590;
Q8N6T7	IPR029035;IPR003000;IPR026590;
P51531	IPR006576;IPR037259;IPR001487;IPR036427;IPR018359;IPR014978;IPR014001;IPR001650;IPR014012;IPR027417;IPR030088;IPR029295;IPR038718;IPR000330;
P9WGY9	IPR019462;IPR015712;IPR007120;IPR037033;IPR010243;IPR007121;IPR007644;IPR007642;IPR037034;IPR007645;IPR007641;IPR014724;
Q95V25	IPR024939;IPR005821;IPR003929;IPR036291;IPR028325;IPR027359;
P51532	IPR030100;IPR006576;IPR037259;IPR001487;IPR036427;IPR018359;IPR014978;IPR014001;IPR001650;IPR014012;IPR027417;IPR029295;IPR038718;IPR000330;
Q8WZA2	IPR018490;IPR000595;IPR000591;IPR008937;IPR000651;IPR019804;IPR023578;IPR001895;IPR036964;IPR014710;IPR029071;IPR036388;IPR036390;
P9WKD7	IPR011860;IPR003500;IPR036569;
P36836	IPR020846;IPR036259;IPR004768;IPR000109;IPR018456;
P51574	IPR020846;IPR036259;IPR004768;IPR000109;IPR018456;
O75116	IPR000961;IPR011009;IPR002219;IPR011993;IPR001849;IPR000719;IPR017441;IPR015008;IPR020684;IPR029878;IPR037311;IPR008271;
Q04912	IPR013783;IPR014756;IPR002909;IPR011009;IPR000719;IPR017441;IPR016201;IPR039413;IPR001627;IPR036352;IPR001245;IPR008266;IPR020635;IPR016244;IPR015943;
Q62190	IPR013783;IPR014756;IPR002909;IPR011009;IPR000719;IPR017441;IPR016201;IPR039413;IPR001627;IPR036352;IPR001245;IPR008266;IPR020635;IPR016244;IPR015943;
Q62868	IPR000961;IPR011009;IPR002219;IPR011993;IPR001849;IPR000719;IPR017441;IPR015008;IPR020684;IPR029878;IPR037311;IPR008271;
P0A7Z4	IPR011262;IPR011263;IPR011773;IPR036603;IPR011260;IPR036643;
P50454	IPR023795;IPR023796;IPR000215;IPR033830;IPR036186;IPR033547;
O55242	IPR006716;
O00411	IPR002092;IPR037159;IPR029262;IPR011990;
P00573	IPR024075;IPR002092;IPR037159;IPR029262;
Q9NP59	IPR009716;IPR036259;
P30014	IPR013520;IPR005987;IPR012337;IPR036397;
P04156	IPR000817;IPR036924;IPR022416;IPR025860;
P49721	IPR029055;IPR035206;IPR016050;IPR001353;IPR023333;
Q95L14	IPR023352;IPR001129;IPR040162;
P25961	IPR017981;IPR036445;IPR001879;IPR002170;IPR000832;IPR017983;
P10274	IPR001969;IPR003139;IPR036989;IPR000721;IPR001995;IPR021109;IPR018061;IPR008916;IPR008919;IPR010999;IPR001878;IPR036875;
P17980	IPR005937;IPR003593;IPR003959;IPR003960;IPR027417;IPR032501;IPR035254;
Q60855	IPR011029;IPR000488;IPR011009;IPR000719;IPR025735;IPR037934;IPR001245;IPR008271;
Q9Y572	IPR011009;IPR000719;IPR017441;IPR025735;IPR008271;
O43172	IPR020472;IPR027106;IPR014906;IPR036285;IPR015943;IPR001680;IPR019775;IPR017986;IPR036322;
P62333	IPR005937;IPR003593;IPR003959;IPR003960;IPR027417;IPR032501;IPR035263;
P40306	IPR029055;IPR000243;IPR034384;IPR024689;IPR016050;IPR001353;IPR023333;
P28076	IPR029055;IPR000243;IPR034383;IPR016050;IPR001353;IPR023333;
P69560	IPR036854;IPR000484;IPR005867;
O75832	IPR002110;IPR020683;IPR036770;IPR039334;
O43653	IPR016054;
A0SYQ0	IPR023352;IPR001129;IPR040162;
P16471	IPR003961;IPR036116;IPR015152;IPR013783;IPR003528;IPR033230;
Q9BVS4	IPR011009;IPR030484;IPR015285;IPR000687;IPR018935;IPR036388;IPR036390;
Q96S44	IPR022495;IPR011009;IPR000719;IPR008266;
P35998	IPR005937;IPR003593;IPR003959;IPR003960;IPR027417;IPR035245;
P62195	IPR005937;IPR003593;IPR003959;IPR003960;IPR027417;IPR032501;IPR035261;
P06873	IPR034193;IPR000209;IPR036852;IPR023827;IPR022398;IPR023828;IPR015500;IPR010259;IPR037045;
Q16651	IPR009003;IPR001314;IPR001254;IPR018114;IPR033116;
Q99436	IPR029055;IPR000243;IPR035216;IPR024689;IPR016050;IPR001353;IPR023333;
Q13200	IPR016643;IPR011989;IPR016024;IPR002015;
P57078	IPR002110;IPR020683;IPR036770;IPR011009;IPR000719;IPR017441;IPR008271;
P24158	IPR009003;IPR001314;IPR001254;IPR018114;IPR033116;
P33437	IPR001539;IPR009000;
P28070	IPR029055;IPR016295;IPR016050;IPR001353;IPR023333;
Q9R1P3	IPR029055;IPR035206;IPR016050;IPR001353;IPR023333;
Q8TAA3	IPR029055;IPR023332;IPR037560;IPR000426;IPR001353;
P00778	IPR037295;IPR004236;IPR001316;IPR009003;IPR035070;IPR001254;IPR033116;
P04273	IPR000817;IPR036924;IPR022416;IPR025860;
O14730	IPR011009;IPR000687;IPR018935;IPR017406;
P55786	IPR024571;IPR034016;IPR001930;IPR014782;
P06402	IPR036854;IPR000484;IPR005867;
Q60692	IPR029055;IPR000243;IPR035140;IPR016050;IPR001353;IPR023333;
P23724	IPR029055;IPR035202;IPR016050;IPR001353;IPR023333;
P28065	IPR029055;IPR000243;IPR034383;IPR016050;IPR001353;IPR023333;
Q672I5	IPR007826;IPR037269;
O00232	IPR000717;IPR035297;IPR040134;IPR036388;IPR036390;
P43686	IPR005937;IPR003593;IPR003959;IPR003960;IPR027417;IPR032501;IPR035256;
P20618	IPR029055;IPR035202;IPR016050;IPR001353;IPR023333;
Q9UNM6	IPR000717;IPR035298;IPR036390;
P51665	IPR000555;IPR037518;IPR033858;IPR024969;
P97313	IPR016024;IPR037706;IPR003152;IPR011009;IPR012582;IPR000403;IPR036940;IPR018936;IPR003151;IPR014009;
P51817	IPR000961;IPR011009;IPR000719;IPR017441;IPR008271;
P23907	IPR000817;IPR036924;IPR022416;IPR025860;
P60891	IPR000842;IPR029099;IPR000836;IPR029057;IPR005946;IPR037515;
A5LHX3	IPR029055;IPR000243;IPR034385;IPR016050;IPR001353;IPR023333;
O55234	IPR029055;IPR000243;IPR037558;IPR016050;IPR001353;IPR023333;
P28072	IPR029055;IPR000243;IPR035140;IPR016050;IPR001353;IPR023333;
P28062	IPR029055;IPR000243;IPR035705;IPR016050;IPR001353;IPR023333;
P30044	IPR037944;IPR013740;IPR036249;IPR013766;
P07812	IPR035500;IPR000536;IPR001723;IPR000128;IPR001628;IPR013088;
P06401	IPR035500;IPR000536;IPR001723;IPR000128;IPR001628;IPR013088;
Q00175	IPR035500;IPR000536;IPR001723;IPR000128;IPR001628;IPR013088;
P06186	IPR035500;IPR000536;IPR001723;IPR000128;IPR001628;IPR013088;
Q63449	IPR035500;IPR000536;IPR001723;IPR000128;IPR001628;IPR013088;
Q28590	IPR035500;IPR000536;IPR001723;IPR001628;IPR013088;
Q9BRS2	IPR011009;IPR000687;IPR018935;IPR017407;
Q86TP1	IPR001667;IPR038763;IPR004097;IPR038222;
Q61096	IPR009003;IPR001314;IPR001254;IPR018114;IPR033116;
O50979	IPR038280;IPR032047;
Q5HCI2	IPR020568;IPR014721;IPR000100;IPR020539;
Q9Z139	IPR020067;IPR036790;IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;IPR011009;IPR000001;IPR013806;IPR018056;IPR038178;IPR000719;IPR001245;IPR008266;IPR016247;
Q01974	IPR020067;IPR036790;IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;IPR011009;IPR000001;IPR013806;IPR018056;IPR038178;IPR000719;IPR001245;IPR008266;IPR016247;
P35398	IPR035500;IPR000536;IPR001723;IPR003079;IPR001628;IPR013088;
P51448	IPR035500;IPR000536;IPR001723;IPR003079;IPR001628;IPR013088;
Q92753	IPR035500;IPR000536;IPR001723;IPR003079;IPR001628;IPR013088;
P51449	IPR035500;IPR000536;IPR001723;IPR003079;IPR001628;IPR013088;
P51450	IPR035500;IPR000536;IPR001723;IPR003079;IPR001628;IPR013088;
Q13123	IPR039896;IPR012492;IPR012916;
Q6DLW5	IPR001461;IPR001969;IPR012848;IPR033121;IPR021109;IPR034135;
P04618	IPR000625;
P08424	IPR001461;IPR001969;IPR033121;IPR021109;IPR034135;
P27694	IPR012340;IPR004365;IPR013955;IPR007199;IPR031657;IPR004591;
Q8BQP8	IPR011992;IPR002048;IPR037245;IPR019018;
P08922	IPR011042;IPR003961;IPR036116;IPR013783;IPR011009;IPR000033;IPR000719;IPR017441;IPR001245;IPR008266;IPR020635;IPR002011;
P9WHE9	IPR034964;IPR002180;IPR036467;
P9WHJ3	IPR003593;IPR013765;IPR020584;IPR003586;IPR003587;IPR036844;IPR027434;IPR006142;IPR030934;IPR004042;IPR006141;IPR004860;IPR027417;IPR020588;IPR023400;IPR020587;
P05866	IPR000625;
Q78DX7	IPR011042;IPR003961;IPR036116;IPR013783;IPR011009;IPR000033;IPR000719;IPR017441;IPR001245;IPR008266;IPR020635;
Q15835	IPR000961;IPR000239;IPR032965;IPR037716;IPR011009;IPR000719;IPR017441;IPR016137;IPR036305;IPR008271;
P0A9J6	IPR002173;IPR011877;IPR011611;IPR002139;IPR029056;
P25791	IPR001781;
Q03530	IPR003675;IPR039731;
Q9UKL0	IPR000949;IPR009057;IPR001005;IPR017884;
P23921	IPR005144;IPR013346;IPR000788;IPR013509;IPR008926;IPR039718;
Q54089	IPR002912;IPR012675;IPR003607;IPR004811;IPR007685;IPR004095;IPR012676;IPR033655;
P07949	IPR002126;IPR015919;IPR011009;IPR000719;IPR017441;IPR001245;IPR008266;IPR020635;IPR016249;
P08543	IPR034717;IPR013346;IPR000788;IPR013509;IPR039718;
P11157	IPR009078;IPR012348;IPR033909;IPR030475;IPR000358;
P07742	IPR005144;IPR013346;IPR000788;IPR013509;IPR008926;IPR039718;
P9WH75	IPR013346;IPR026459;IPR000788;IPR013509;IPR013554;IPR008926;IPR039718;
Q7LG56	IPR009078;IPR012348;IPR033909;IPR030475;IPR000358;
Q9HB40	IPR029058;IPR001563;IPR018202;
P28327	IPR000961;IPR000239;IPR032965;IPR037716;IPR011009;IPR000719;IPR017441;IPR016137;IPR036305;IPR008271;
P00797	IPR001461;IPR001969;IPR012848;IPR033121;IPR021109;IPR034135;
Q8Z5I4	IPR013446;IPR005835;IPR029044;
Q9H0H5	IPR002219;IPR008936;IPR000198;
P49798	IPR016137;IPR034952;IPR034953;IPR036305;IPR024066;
P57771	IPR016137;IPR034948;IPR034949;IPR036305;IPR024066;
P0A7Y4	IPR012337;IPR002156;IPR036397;IPR022892;
Q5HGF6	IPR001279;IPR036866;IPR011108;IPR004613;IPR030854;
P06281	IPR001461;IPR001969;IPR012848;IPR033121;IPR021109;IPR034135;
P02753	IPR012674;IPR022271;IPR022272;IPR000566;IPR002449;
P62877	IPR001841;IPR013083;IPR024766;
Q9TSZ1	IPR001461;IPR001969;IPR012848;IPR033121;IPR021109;IPR034135;
Q63424	IPR029028;IPR020846;IPR036259;IPR004768;IPR000109;IPR018456;
Q9JIP7	IPR020846;IPR036259;IPR004768;IPR000109;IPR018456;
P9WH09	IPR005913;IPR036291;IPR029903;
Q8K0H1	IPR002528;
P00669	IPR001427;IPR036816;IPR023411;IPR023412;
P00651	IPR000026;IPR016191;
P9WH11	IPR000888;IPR014710;IPR011051;
P07998	IPR001427;IPR036816;IPR023411;IPR023412;
P23526	IPR034373;IPR000043;IPR015878;IPR036291;IPR020082;
P46059	IPR020846;IPR036259;IPR004768;IPR000109;IPR018456;
Q9ES07	IPR029028;IPR020846;IPR036259;IPR004768;IPR000109;IPR018456;
P61823	IPR001427;IPR036816;IPR023411;IPR023412;
P10153	IPR001427;IPR036816;IPR023411;IPR023412;
Q05823	IPR002110;IPR020683;IPR036770;IPR010513;IPR038357;IPR011009;IPR000719;IPR018997;
Q05921	IPR002110;IPR020683;IPR036770;IPR010513;IPR038357;IPR011009;IPR000719;IPR018997;
P50247	IPR034373;IPR000043;IPR015878;IPR036291;IPR020082;
Q8N122	IPR011989;IPR016024;IPR000357;IPR004083;IPR029347;IPR015943;IPR001680;IPR017986;IPR036322;
P35546	IPR002126;IPR015919;IPR011009;IPR000719;IPR017441;IPR001245;IPR008266;IPR020635;IPR016249;
Q62633	IPR002657;IPR004710;IPR038770;IPR030207;
Q02218	IPR032106;IPR011603;IPR001017;IPR031717;IPR029061;IPR005475;
Q95XG9	IPR006181;IPR023209;IPR006076;
P31228	IPR006181;IPR023209;IPR006076;
P14920	IPR006181;IPR023209;IPR006076;
P18894	IPR006181;IPR023209;IPR006076;
Q96P68	IPR000276;IPR017452;
O35078	IPR006181;IPR023209;IPR006076;
P51575	IPR003044;IPR027309;IPR001429;
