Entry	Cross-reference (InterPro)
Q6P1W5	IPR031496;
Q8IWZ6	IPR016575;IPR036322;
Q8N888	IPR031628;
Q5H9F3	IPR002110;IPR020683;IPR036770;IPR031628;IPR032365;IPR038227;
Q9H165	IPR036236;IPR013087;
Q8N143	IPR000210;IPR011333;IPR036236;IPR013087;
Q4VC05	IPR006804;
Q9BQE9	IPR006804;
Q8WUZ0	IPR006804;
Q9Y276	IPR003593;IPR003959;IPR003960;IPR027243;IPR014851;IPR027417;
P23560	IPR020430;IPR029034;IPR020408;IPR002072;IPR019846;
P00414	IPR024791;IPR033945;IPR000298;IPR035973;IPR013833;
Q8NDZ0	IPR018379;
Q5T5X7	IPR018379;IPR033583;
Q6ZU67	IPR018379;IPR038950;
Q7L4P6	IPR018379;IPR040391;
Q96KJ9	IPR013288;IPR004203;IPR036639;
Q8NFU1	IPR000615;IPR021134;
O15155	IPR039897;IPR039899;IPR000727;
Q6P575	IPR008979;IPR006104;
Q96MC5	IPR022735;IPR040127;
Q9UBW5	IPR027267;IPR003005;IPR004148;
Q9NQY0	IPR027267;IPR004148;IPR037428;
Q5TH69	IPR016024;IPR032629;IPR015403;IPR000904;
Q96G01	IPR018477;
P11509	IPR001128;IPR017972;IPR002401;IPR008067;IPR036396;
P62952	IPR009598;
Q7Z5Y6	IPR029034;IPR001839;IPR001111;IPR015615;IPR017948;
Q9BQP9	IPR017943;IPR032942;IPR032946;IPR017942;
O95861	IPR020583;IPR000760;IPR020550;
Q8ND07	IPR029582;IPR032777;
Q9Y5Q5	IPR017052;IPR020067;IPR036790;IPR036055;IPR023415;IPR002172;IPR009003;IPR017448;IPR036772;IPR001254;IPR033116;
P57737	IPR027331;IPR015505;IPR015048;IPR020472;IPR015943;IPR001680;IPR019775;IPR017986;IPR036322;
Q96RK4	IPR013026;IPR011990;IPR019734;
Q9Y6D6	IPR016024;IPR032629;IPR015403;IPR023394;IPR000904;IPR035999;IPR032691;
Q93088	IPR017226;IPR003726;IPR036589;
Q9H694	IPR037974;IPR004087;IPR004088;IPR036612;IPR001660;IPR013761;
P20813	IPR001128;IPR017972;IPR002401;IPR008068;IPR036396;
O15392	IPR001370;
Q13867	IPR038765;IPR000169;IPR004134;
O95393	IPR029034;IPR001839;IPR001111;IPR015615;IPR017948;
O75936	IPR012775;IPR038492;IPR010376;IPR003819;
O95972	IPR015923;IPR029034;IPR001839;IPR015615;IPR017948;
P36894	IPR000472;IPR003605;IPR011009;IPR000719;IPR017441;IPR001245;IPR008271;IPR000333;
Q6ZN30	IPR040436;IPR013087;
P12643	IPR029034;IPR001839;IPR001111;IPR015615;IPR017948;
Q9Y3E2	IPR002634;IPR036065;
Q96DR5	IPR017943;IPR032942;IPR017942;
P22004	IPR029034;IPR001839;IPR001111;IPR015615;IPR017948;
Q9UPA5	IPR030627;IPR011011;IPR008899;IPR013083;
Q7RTU4	IPR011598;IPR036638;
P55061	IPR006213;IPR006214;
Q6AI39	IPR038842;IPR015671;
P55957	IPR020728;IPR010479;IPR036834;
P11712	IPR001128;IPR017972;IPR002401;IPR036396;
P46663	IPR001186;IPR000496;IPR000276;IPR017452;
Q8TDH9	IPR017243;
Q9NR09	IPR001370;IPR022103;IPR000608;IPR016135;
Q7Z465	IPR022181;IPR001251;IPR036865;
P34820	IPR029034;IPR001839;IPR001111;IPR015615;IPR017948;
Q8N8U9	IPR036084;IPR002919;IPR014853;IPR001007;IPR001846;
Q8N9W6	IPR037366;IPR012677;IPR035979;IPR000504;
Q96LC9	IPR028192;
Q14692	IPR012948;IPR039761;IPR037875;IPR007034;IPR030387;IPR027417;
Q96FH0	IPR019320;
Q9GZL8	
Q9NPI1	IPR001487;IPR036427;IPR021900;
P43251	IPR012101;IPR040154;IPR003010;IPR036526;
Q9H0E9	IPR038002;IPR037966;IPR001487;IPR036427;
Q9NW68	IPR005607;IPR035925;
Q9Y2F9	IPR011705;IPR000210;IPR012983;IPR038648;IPR011333;
P51587	IPR015525;IPR015252;IPR036315;IPR015187;IPR015188;IPR002093;IPR012340;IPR015205;
Q96Q07	IPR011705;IPR000210;IPR034091;IPR000421;IPR008979;IPR011333;
A6QL63	IPR002110;IPR020683;IPR036770;IPR000210;IPR009072;IPR011333;
O60566	IPR015661;IPR011009;IPR013212;
O43683	IPR015661;IPR011009;IPR013212;IPR000719;IPR017441;IPR008271;
Q3MJ40	IPR040118;
Q96HQ2	IPR021859;IPR037526;
Q8NDY6	IPR011598;IPR032662;IPR036638;
C9JSJ3	IPR011598;IPR036638;IPR009071;IPR036910;
Q9H2M3	IPR017226;IPR003726;IPR036589;
P20853	IPR001128;IPR017972;IPR002401;IPR008067;IPR036396;
P30411	IPR001504;IPR000496;IPR000276;IPR017452;
Q9UL45	IPR017242;IPR028119;
P54132	IPR012532;IPR032439;IPR032437;IPR011545;IPR002464;IPR004589;IPR014001;IPR001650;IPR010997;IPR002121;IPR027417;IPR032284;IPR018982;IPR036388;IPR036390;
Q9BWV1	IPR032982;IPR003961;IPR036116;IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;IPR013151;
Q96IK1	IPR026955;
P13497	IPR015446;IPR000859;IPR001881;IPR013032;IPR000742;IPR000152;IPR018097;IPR009030;IPR024079;IPR001506;IPR006026;IPR035914;IPR034036;
Q8WYA1	IPR011598;IPR036638;IPR001067;IPR000014;IPR035965;IPR013767;
O60238	IPR010548;
Q12982	IPR022181;IPR001251;IPR036865;
O14613	IPR029273;IPR017363;IPR000095;
Q96GS4	IPR019314;
Q96B45	IPR032143;
Q14137	IPR028598;IPR012953;IPR015943;IPR001680;IPR019775;IPR017986;IPR036322;
Q9NP55	IPR017943;IPR032942;IPR034307;IPR017942;
Q12830	IPR038028;IPR001487;IPR036427;IPR018359;IPR018501;IPR028941;IPR019786;IPR011011;IPR001965;IPR019787;IPR013083;
Q8WUW1	IPR033378;
Q5PSV4	IPR013907;
Q8IWQ3	IPR011009;IPR000719;IPR017441;IPR008271;
Q96NH3	IPR032735;IPR035969;IPR039156;
Q9H8M2	IPR001487;IPR036427;IPR021900;
Q10589	IPR024886;
Q9GZN4	IPR009003;IPR001314;IPR001254;IPR018114;IPR033116;
Q9NY30	IPR002087;IPR036054;IPR033332;
Q5VTR2	IPR013956;IPR001841;IPR013083;IPR017907;
Q6UX41	IPR001870;IPR003879;IPR013320;IPR007110;IPR036179;IPR013783;IPR003599;IPR013106;IPR006574;IPR003877;
A6NE02	IPR011705;IPR000210;IPR011333;
P35070	IPR013032;IPR000742;IPR015497;
O95415	IPR019317;
Q9Y4F5	IPR029300;IPR000253;IPR008984;
O43684	IPR020472;IPR015943;IPR001680;IPR017986;IPR036322;
Q9UHR4	IPR027267;IPR013606;IPR027681;IPR030060;IPR035592;IPR036028;IPR001452;
Q6UXY1	IPR027267;IPR013606;IPR027681;IPR030126;IPR035593;IPR036028;IPR001452;
Q6PI77	IPR011989;IPR006911;IPR016024;
Q13323	IPR024579;IPR020728;
Q9NZM4	IPR038842;IPR015671;
P22680	IPR030681;IPR001128;IPR017972;IPR024204;IPR002403;IPR036396;
Q9NUP1	IPR024857;
Q86UB2	IPR038819;
P30043	IPR016040;IPR036291;
Q8IZY5	
Q7Z5W3	IPR039772;IPR010675;IPR024160;IPR029063;
Q9NSY1	IPR026105;IPR028182;IPR011009;IPR000719;IPR008271;
Q7L3V2	IPR031298;IPR032549;IPR032567;
P59827	IPR017943;IPR032942;IPR001124;IPR017942;
Q86WA6	IPR029058;IPR000073;
Q8N4F0	IPR017943;IPR030675;IPR032942;IPR001124;IPR017942;
Q7Z569	IPR011422;IPR034932;IPR035979;IPR001841;IPR013083;IPR001607;
P59051	
P25440	IPR001487;IPR036427;IPR018359;IPR027353;IPR038336;
Q96G97	IPR009617;
O60477	IPR033237;IPR020864;
P55201	IPR035502;IPR001487;IPR036427;IPR018359;IPR019542;IPR034732;IPR000313;IPR019786;IPR013087;IPR011011;IPR001965;IPR019787;IPR013083;
Q5W0U4	IPR001870;IPR003879;IPR013320;IPR006574;IPR003877;IPR000315;
Q9H0C5	IPR011705;IPR000210;IPR012983;IPR038648;IPR011333;
P78543	IPR002087;IPR036054;IPR033328;
O43709	IPR039769;IPR022238;IPR013216;IPR029063;
B2RXH4	IPR000210;IPR011333;
O00481	IPR001870;IPR003879;IPR013320;IPR007110;IPR036179;IPR013783;IPR003599;IPR013106;IPR006574;IPR003877;IPR037954;
A0A0D9SF12	IPR039284;
Q96EE4	IPR027833;
Q7Z3E2	IPR038830;
Q9NV96	IPR005045;IPR030351;
Q8WUD4	IPR013169;
Q6ZVT6	IPR030467;IPR040441;IPR007714;
Q96LX7	IPR038800;
Q96ER9	IPR037660;
Q92583	IPR039809;IPR000827;IPR001811;IPR036048;
Q8IWA6	IPR031526;
Q1T7F1	
Q6NSX1	
Q567U6	IPR039116;IPR019159;
Q8N4L8	IPR031367;
O95067	IPR039361;IPR013763;IPR036915;IPR004367;IPR006671;
P51946	IPR013763;IPR036915;IPR031658;IPR006671;IPR027081;
P32246	IPR002236;IPR034321;IPR000355;IPR000276;IPR017452;
O75909	IPR013763;IPR036915;IPR004367;IPR006671;
P41597	IPR002237;IPR000355;IPR000276;IPR017452;
P51684	IPR004067;IPR000355;IPR000276;IPR017452;
P32248	IPR001718;IPR000355;IPR000276;IPR017452;
Q9C0I3	IPR029627;IPR029628;
O60583	IPR028862;IPR013763;IPR036915;IPR006671;
P86791	IPR013176;
P21127	IPR011009;IPR000719;IPR008271;
Q8IY42	IPR031528;
Q96KX1	IPR027825;
P21854	IPR001304;IPR016186;IPR039689;IPR016187;
P31358	IPR026643;
P40259	IPR039695;IPR007110;IPR036179;IPR013783;IPR003599;IPR013106;IPR003110;
P15391	IPR007110;IPR036179;IPR013783;IPR003599;
Q5ZPR3	IPR007110;IPR036179;IPR013783;IPR003597;IPR003599;IPR003598;IPR013106;
P29016	IPR007110;IPR036179;IPR013783;IPR003597;IPR011161;IPR037055;IPR011162;
Q13042	IPR013026;IPR011990;IPR019734;
P27701	IPR000301;IPR018499;IPR018503;IPR008952;
P11802	IPR011009;IPR000719;IPR017441;IPR008271;
Q69YH5	IPR033064;IPR029334;
Q9BYE9	IPR002126;IPR015919;IPR020894;IPR030276;
Q5MAI5	IPR011009;IPR000719;IPR008271;
A6NDU8	IPR037657;
Q8N8D9	
C9J3I9	
P13688	IPR007110;IPR036179;IPR013783;IPR003599;IPR003598;IPR013106;IPR013151;
O15078	IPR032321;IPR026201;
O94921	IPR011009;IPR000719;IPR017441;IPR008271;
Q9P2H0	IPR028257;
Q16878	IPR010300;IPR014710;IPR011051;
Q2WEN9	IPR007110;IPR036179;IPR013783;IPR003599;IPR003598;
P08218	IPR009003;IPR001314;IPR001254;IPR018114;IPR033116;
P08861	IPR009003;IPR001314;IPR001254;IPR018114;IPR033116;
Q16739	IPR025993;IPR029044;
B2RD01	IPR009057;IPR006600;IPR007889;IPR036388;
Q9BZC1	IPR034648;IPR012677;IPR035979;IPR000504;
A8MTB9	IPR007110;IPR036179;IPR013783;IPR003599;IPR003598;
Q7Z692	IPR036179;IPR013783;IPR013106;
P53567	IPR004827;
P07199	IPR033062;IPR015115;IPR004875;IPR034882;IPR009057;IPR006600;IPR007889;
Q03701	IPR016024;IPR005612;IPR040155;
Q96BT3	IPR028255;IPR035425;IPR032373;IPR009072;
Q8IW35	IPR000048;IPR001611;IPR032675;
P19835	IPR029058;IPR033560;IPR002018;IPR019826;IPR019819;IPR032059;
Q7L2Z9	IPR025212;
Q53EZ4	IPR038926;IPR022008;
O95813	IPR016860;IPR006207;IPR029034;IPR004133;
Q9H6K1	IPR039517;IPR013783;IPR032350;IPR009060;
Q76N32	IPR026696;
Q8NHQ1	IPR037692;IPR013026;IPR019734;
O15182	IPR011992;IPR018247;IPR002048;
Q49MI3	IPR017438;IPR001206;IPR016064;
Q9H8W2	
P27544	IPR016439;IPR006634;
P0C7V0	
Q8N0U6	
P0C671	IPR031362;
Q8N319	
Q5TEZ4	
A8K010	
Q96MT4	
Q7Z4U5	IPR027827;
Q96MT7	IPR015943;IPR001680;IPR019775;IPR017986;IPR036322;
P0CG37	IPR019011;IPR013032;IPR000742;
Q6ZTR5	IPR001715;IPR036872;IPR013783;
Q8N1V2	IPR033015;IPR015943;IPR001680;IPR019775;IPR017986;IPR036322;
B2RV13	IPR038792;IPR029488;
Q9UEE9	IPR011421;IPR027124;
P00746	IPR037561;IPR009003;IPR001314;IPR001254;IPR018114;IPR033116;
Q0VF96	IPR002928;
Q96CB5	
P36222	IPR028538;IPR011583;IPR029070;IPR001223;IPR017853;
Q8N4T8	IPR036291;IPR020904;IPR002347;
Q3MIR4	IPR005045;IPR030352;
Q6P1S2	IPR035437;
Q3SXR2	
Q9BV29	IPR028039;
Q8N5R6	IPR000008;IPR035892;IPR039889;
H3BNL1	IPR029369;
Q8IW40	IPR031733;IPR025986;
P62955	IPR004031;IPR008371;IPR008368;
Q8N998	
A2RUB6	IPR039183;IPR040467;
P06307	IPR015499;IPR001651;IPR013152;
P80075	IPR039809;IPR000827;IPR001811;IPR036048;
Q8IX05	IPR001304;IPR016186;IPR016187;
Q15762	IPR007110;IPR036179;IPR013783;IPR003599;IPR003598;IPR013106;
O43866	IPR001190;IPR017448;IPR036772;
P14209	IPR022078;
A6H8M9	IPR002126;IPR015919;IPR020894;
P30260	IPR013026;IPR011990;IPR001440;IPR019734;
Q96Q40	IPR011009;IPR000719;IPR017441;IPR008271;
Q07002	IPR011009;IPR000719;IPR017441;IPR008271;
Q9BXL8	IPR009263;
Q96FF9	IPR018605;
Q6ZTQ4	IPR002126;IPR015919;
P60953	IPR037874;IPR027417;IPR005225;IPR001806;IPR003578;
O95674	IPR000374;IPR016720;
O14627	IPR006820;IPR009057;IPR017970;IPR001356;IPR020479;IPR000047;
Q9Y232	IPR016197;IPR000953;IPR023780;IPR023779;IPR029045;IPR001753;IPR014748;
P24941	IPR011009;IPR000719;IPR017441;IPR008271;
Q569G3	IPR031464;
Q5SW79	IPR026644;IPR029300;IPR000253;IPR008984;
A6NFR6	
P0CG36	IPR019011;IPR013032;IPR000742;
Q8NEG2	IPR040247;
Q6ZU64	IPR013783;IPR000535;
A5D8W1	IPR011989;IPR016024;
Q6UXA7	IPR026135;
P05156	IPR003884;IPR002350;IPR036058;IPR036055;IPR023415;IPR002172;IPR009003;IPR001314;IPR001190;IPR017448;IPR036772;IPR001254;IPR018114;IPR033116;
Q5T4I8	IPR040434;
Q6UWU4	IPR038757;
Q6P047	IPR032727;
Q6PH81	IPR040246;IPR018886;
P00374	IPR024072;IPR017925;IPR001796;
P04798	IPR001128;IPR017972;IPR002401;IPR008066;IPR036396;
Q7Z449	IPR001128;IPR017972;IPR002401;IPR008069;IPR036396;
Q9Y6A2	IPR039983;IPR001128;IPR017972;IPR002401;IPR036396;
Q9BV73	IPR026048;
Q02928	IPR001128;IPR017972;IPR002401;IPR036396;
Q8N1L4	IPR001128;IPR036396;
Q9HCH3	IPR000008;IPR035892;IPR037768;IPR010734;IPR002035;IPR036465;
A2RUQ5	
Q0P5P2	IPR027870;
Q8NE35	IPR032296;IPR038446;IPR034819;IPR012677;IPR035979;IPR000504;
Q9BZP3	
Q96N68	
Q68DL7	IPR031643;
J3KSC0	
P42575	IPR001315;IPR029030;IPR035702;IPR033139;IPR016129;IPR011029;IPR002398;IPR002138;IPR001309;IPR015917;
Q8ND23	IPR029766;IPR031943;IPR001611;IPR032675;IPR011993;
P42574	IPR015471;IPR029030;IPR033139;IPR016129;IPR002398;IPR002138;IPR001309;IPR015917;
P53634	IPR039412;IPR014882;IPR036496;IPR038765;IPR025661;IPR000169;IPR025660;IPR013128;IPR000668;
Q9H9S4	IPR011989;IPR016024;IPR013878;
A6NHX0	IPR027795;IPR026249;
Q6NZI2	IPR033297;IPR026752;
Q569K6	IPR029681;
O00257	IPR033773;IPR016197;IPR000953;IPR017984;IPR023780;IPR023779;
O95503	IPR033773;IPR016197;IPR000953;IPR017984;IPR023780;IPR023779;
P13994	IPR007590;
H7C350	IPR026617;
A0ZSE6	IPR005045;IPR030353;
Q96BT1	
A1A4F0	
A6NLC5	IPR029670;
Q6ZRV3	
Q2M329	IPR025254;
Q9BR77	IPR037696;
Q9UFE4	IPR033290;
O00175	IPR039809;IPR001811;IPR036048;
P14635	IPR039361;IPR013763;IPR036915;IPR004367;IPR006671;
P24385	IPR039361;IPR013763;IPR036915;IPR004367;IPR015451;IPR006671;
Q16589	IPR028895;IPR039361;IPR013763;IPR036915;IPR006671;
P30279	IPR039361;IPR013763;IPR036915;IPR004367;IPR015451;IPR006671;
P41002	IPR028857;IPR039361;IPR013763;IPR036915;IPR004367;IPR006671;IPR036047;IPR001810;IPR011990;
P51685	IPR004068;IPR000355;IPR000276;IPR017452;
Q9UQ88	IPR011009;IPR000719;IPR008271;
P48509	IPR000301;IPR018499;IPR018503;IPR008952;
Q5M9N0	IPR031809;
A8MXV6	
Q13740	IPR039810;IPR013162;IPR007110;IPR036179;IPR013783;IPR003599;IPR003598;IPR013106;
P11912	IPR039695;IPR007110;IPR036179;IPR013783;IPR003599;IPR003598;IPR013151;IPR003110;
P16671	IPR005428;IPR033076;IPR002159;
P10747	IPR008093;IPR040216;IPR036179;IPR013783;IPR013106;
P42081	IPR037677;IPR007110;IPR036179;IPR013783;IPR003599;IPR013106;
O95400	IPR039905;IPR003169;IPR035445;
P34810	IPR018134;IPR002000;
P30203	IPR001190;IPR017448;IPR036772;
Q9HBB8	IPR002126;IPR015919;IPR020894;IPR030326;
Q9BWT1	IPR033576;IPR040221;IPR018866;
P47902	IPR006820;IPR009057;IPR017970;IPR001356;IPR020479;IPR000047;
Q96GV9	IPR029219;
Q16667	IPR008425;IPR022778;IPR029021;IPR003595;IPR000387;
Q14004	IPR011009;IPR000719;IPR017441;IPR008271;
Q9C0D2	IPR029299;IPR029560;
P05937	IPR029634;IPR011992;IPR018247;IPR002048;
P0DP25	IPR039030;IPR011992;IPR018247;IPR002048;
Q9BX69	IPR001315;IPR011029;
Q16568	IPR009106;IPR036722;
O15234	IPR018545;IPR028544;
Q9NXV6	IPR014720;IPR021859;IPR037526;
Q66K79	IPR008969;IPR020067;IPR036790;IPR034239;IPR000834;
Q8IUK8	IPR001073;IPR008983;
Q6UW01	IPR001073;IPR008983;
Q96M89	IPR038798;
Q96MF4	
Q6ZP82	IPR007110;IPR036179;IPR013783;
P83916	IPR016197;IPR000953;IPR017984;IPR023780;IPR008251;IPR023779;
Q96CT7	IPR010422;
Q5T5S1	
Q96BQ5	IPR034607;
Q52MB2	IPR031458;
Q9HC52	IPR033773;IPR016197;IPR000953;IPR023780;IPR023779;
A1A4V9	IPR032727;
P0CE67	
F5H4A9	IPR031696;
Q15834	IPR019359;
O95273	IPR026907;
O60359	IPR004031;IPR008368;
Q99731	IPR039809;IPR000827;IPR034133;IPR001811;IPR036048;
Q53HC0	IPR040370;IPR033224;IPR039496;
O15444	IPR039809;IPR034133;IPR001811;IPR036048;
Q8IV13	IPR039361;IPR013763;IPR036915;IPR004367;IPR006671;
Q5T5M9	IPR039361;IPR028859;IPR013763;IPR036915;IPR004367;IPR006671;
Q9ULG6	IPR033588;
P51681	IPR002240;IPR000355;IPR000276;IPR017452;
O60563	IPR028863;IPR013763;IPR036915;IPR006671;
Q6ZRC1	IPR032771;
C9J302	IPR031708;
P20138	IPR007110;IPR036179;IPR013783;IPR003599;IPR013106;IPR013151;
O75794	IPR009772;
Q9BWV3	IPR016192;IPR002125;IPR016193;IPR015517;IPR035105;
Q8IWY9	IPR040031;IPR028171;
P26842	IPR001368;IPR022328;IPR034000;
P06127	IPR001190;IPR017448;IPR036772;IPR003566;
P06729	IPR015632;IPR036179;IPR013783;IPR008424;IPR013106;
Q00526	IPR011009;IPR000719;IPR017441;IPR008271;
Q9BWU1	IPR011009;IPR000719;IPR017441;IPR008271;
Q00532	IPR011009;IPR000719;IPR017441;IPR008271;
P42772	IPR020683;IPR036770;
Q99626	IPR006820;IPR009057;IPR017970;IPR001356;IPR020479;IPR000047;
Q0P641	IPR038776;
Q86V15	IPR040373;IPR013087;
P15086	IPR034253;IPR036990;IPR003146;IPR000834;
Q96IY4	IPR033849;IPR036990;IPR003146;IPR000834;
O75976	IPR008969;IPR034241;IPR034224;IPR033848;IPR015567;IPR000834;
Q8NEF3	IPR039902;
P22681	IPR024162;IPR014741;IPR036537;IPR003153;IPR014742;IPR039520;IPR024159;IPR011992;IPR036860;IPR015940;IPR009060;IPR001841;IPR013083;IPR017907;
Q8NFR7	IPR039902;
Q14781	IPR033773;IPR016197;IPR000953;IPR023780;IPR023779;
Q8IWP9	IPR025271;
A6NF36	IPR031678;
P45973	IPR016197;IPR000953;IPR017984;IPR023780;IPR008251;IPR023779;
O95931	IPR033773;IPR016197;IPR000953;IPR017984;IPR023780;IPR023779;
Q49A88	IPR029343;
Q8NEL0	IPR037758;
Q2TAC2	
Q9BQI4	IPR040311;
Q96M95	IPR025252;
Q8TC90	IPR027889;
I3L3R5	
Q96MW1	IPR037666;
Q96A33	IPR012879;
Q7Z6B0	IPR034592;
O00585	IPR030593;IPR039809;IPR034133;IPR001811;IPR036048;
Q8TAB7	
P20248	IPR039361;IPR032447;IPR013763;IPR036915;IPR004367;IPR006671;
P46092	IPR005382;IPR000355;IPR000276;IPR017452;
Q8WWL7	IPR039361;IPR013763;IPR036915;IPR015452;IPR004367;IPR006671;
Q96S94	IPR013763;IPR036915;IPR004367;IPR006671;
P22674	IPR028864;IPR039361;IPR013763;IPR036915;IPR004367;IPR006671;
Q15078	IPR004944;IPR036915;
Q01151	IPR007110;IPR036179;IPR013783;IPR003599;IPR013106;
Q13319	IPR004944;IPR036915;
P08962	IPR000301;IPR018499;IPR018503;IPR008952;
P09326	IPR033548;IPR007110;IPR036179;IPR013783;IPR003599;IPR013106;
P09693	IPR015484;IPR036179;IPR013783;IPR032052;IPR003598;IPR003110;
P01730	IPR000973;IPR015274;IPR007110;IPR036179;IPR013783;IPR008424;IPR003599;IPR003598;IPR013106;IPR013151;IPR021963;
P21926	IPR000301;IPR018499;IPR018503;IPR008952;
Q99618	IPR038832;
Q96JP9	IPR002126;IPR015919;IPR020894;
P38936	IPR003175;IPR029841;
P46527	IPR003175;IPR029843;
Q92903	IPR000374;IPR016720;
P42773	IPR002110;IPR020683;IPR036770;
Q15517	IPR026087;
Q9BXF3	IPR001487;IPR036427;IPR018359;IPR029614;
P31997	IPR007110;IPR036179;IPR013783;IPR003599;IPR003598;IPR013106;
Q86SI9	
Q5SZL2	IPR040210;IPR029778;
O95319	IPR034196;IPR034198;IPR034199;IPR002343;IPR012677;IPR035979;IPR000504;
Q8N2Z9	IPR029003;IPR033554;IPR009072;
Q9HCU4	IPR002126;IPR015919;IPR020894;IPR013320;IPR001881;IPR013032;IPR000742;IPR000152;IPR032471;IPR017981;IPR036445;IPR001879;IPR000832;IPR000203;IPR009030;IPR002049;IPR001791;
Q8IZ16	IPR031534;
Q6ZTY9	
P08603	IPR035976;IPR000436;
Q6ZP65	IPR006933;
Q6ZT62	IPR027267;IPR004148;IPR036412;IPR023214;IPR008936;IPR000198;
P10632	IPR001128;IPR017972;IPR002401;IPR036396;
Q13075	IPR003593;IPR001370;IPR032675;IPR007111;IPR028789;IPR027417;
P78537	IPR009395;
Q6QNY1	IPR019269;
Q6QNY0	IPR017245;
P18075	IPR029034;IPR001839;IPR001111;IPR015615;IPR017948;
O00327	IPR011598;IPR036638;IPR001067;IPR001610;IPR000014;IPR035965;IPR013767;
Q13873	IPR000472;IPR015770;IPR011009;IPR000719;IPR017441;IPR000333;
Q01954	IPR040436;IPR036236;IPR013087;
Q53HL2	IPR018851;IPR018867;
P12645	IPR017197;IPR029034;IPR001839;IPR001111;IPR015615;IPR017948;
Q969J3	IPR018780;
Q9UKI2	IPR029273;IPR000095;
P12644	IPR029034;IPR001839;IPR001111;IPR015615;IPR017948;
P50747	IPR019197;IPR004408;IPR003142;IPR004143;
Q9HCU9	IPR013907;
O14981	IPR011989;IPR016024;IPR022707;IPR014001;IPR001650;IPR027417;IPR038718;IPR000330;
Q8TDN6	IPR007109;IPR026532;
A0A1B0GUI7	
P62324	IPR002087;IPR036054;IPR033330;
P78410	IPR007110;IPR036179;IPR013783;IPR003599;IPR013106;
Q7Z6A9	IPR039257;IPR007110;IPR036179;IPR013783;IPR003599;IPR013151;
Q8N1D0	
Q6NUI1	IPR040118;
Q9NS00	IPR026842;IPR003378;
Q53TS8	IPR031462;
Q6UB35	IPR000559;IPR020628;IPR036291;IPR027417;IPR000672;IPR020630;IPR020631;
Q9BXJ1	IPR001073;IPR008160;IPR008983;
Q6ZMU1	IPR011626;IPR013783;IPR001599;IPR008930;
Q9NRR8	IPR000095;IPR036936;IPR039056;
Q9BXJ0	IPR001073;IPR008160;IPR008983;
Q9NZU7	IPR011992;IPR018247;IPR002048;
Q9H7X2	IPR031667;
O00305	IPR008145;IPR027417;IPR036028;IPR001452;IPR000584;
Q13634	IPR039808;IPR002126;IPR015919;IPR020894;IPR000233;IPR027397;
Q9H159	IPR039808;IPR002126;IPR015919;IPR020894;IPR000233;IPR027397;
P19022	IPR039808;IPR002126;IPR015919;IPR020894;IPR000233;IPR014868;IPR027397;IPR030051;
Q9ULX7	IPR001148;IPR036398;IPR023561;IPR018431;
P55283	IPR039808;IPR002126;IPR015919;IPR020894;IPR000233;IPR014868;IPR027397;
Q8N4J0	IPR012901;IPR029063;
P51878	IPR001315;IPR029030;IPR033139;IPR016129;IPR011029;IPR002398;IPR002138;IPR001309;IPR015917;
Q9UBX1	IPR038765;IPR000169;IPR025660;IPR013128;IPR000668;IPR039417;IPR013201;
P55210	IPR015471;IPR029030;IPR033139;IPR016129;IPR002398;IPR002138;IPR001309;IPR015917;
P43234	IPR038765;IPR000169;IPR025660;IPR013128;IPR000668;IPR039417;
Q5BKX8	IPR033299;IPR026752;
P04040	IPR018028;IPR040333;IPR024708;IPR024711;IPR011614;IPR037060;IPR002226;IPR010582;IPR020835;
P25774	IPR038765;IPR025661;IPR000169;IPR025660;IPR013128;IPR000668;IPR039417;IPR013201;
P07339	IPR001461;IPR001969;IPR012848;IPR033144;IPR033121;IPR021109;
P51636	IPR033306;IPR001612;IPR018361;
A8MZ97	IPR027813;
Q8IVU9	IPR032727;
Q9NWW7	IPR026049;IPR029269;
Q6ZSB3	
A6NCS6	IPR027868;
Q5U5Z8	IPR000834;
P48052	IPR034248;IPR036990;IPR003146;IPR000834;
Q8NEM8	IPR000834;
Q5VU57	IPR000834;
Q9UK00	
Q9NTU7	IPR001073;IPR008983;
Q9H0I3	IPR025254;
Q86UF4	IPR031525;
Q8NCU4	IPR026174;
P0DO97	IPR038817;
P0C7W6	IPR029618;
A0A1B0GTZ2	
Q0VFZ6	IPR039986;
Q5BJE1	IPR038826;
Q494R4	IPR033585;
Q8IYE1	IPR038929;
Q96LY2	IPR033226;IPR029422;IPR040370;IPR039496;
Q96PX6	IPR019359;
Q96HJ3	IPR025259;
Q9Y6R9	
Q9BXT2	IPR004031;IPR008370;IPR008368;
Q9NUG4	IPR032375;IPR026159;IPR011993;
P78556	IPR039809;IPR000827;IPR034133;IPR001811;IPR036048;
P51671	IPR039809;IPR000827;IPR001811;IPR036048;
Q9NRJ3	IPR000827;IPR001811;IPR036048;
P24863	IPR013763;IPR036915;IPR031658;IPR006671;IPR028367;
P51686	IPR004069;IPR000355;IPR000276;IPR017452;
Q5BLP8	IPR028147;
Q8WVX3	IPR038780;
Q8N1A6	IPR029674;
Q8N6Q3	IPR016054;
Q99467	IPR000483;IPR001611;IPR003591;IPR032675;
P09564	IPR039090;IPR007110;IPR036179;IPR013783;IPR003599;IPR013106;
P13987	IPR018363;IPR027101;IPR016054;
