Entry	Length
Q9NYF8	920
P10606	129
O14548	114
P08236	651
O14503	412
Q9NR63	512
Q6V0L0	522
P11021	654
A4D250	179
Q96P09	236
A8MY62	500
P51451	505
Q8WV28	456
O75843	785
Q9NUS5	200
P60006	121
O95445	188
Q13520	282
Q13794	54
P35626	688
P53365	341
Q8IWX8	916
P06276	602
Q9UQN3	213
Q9BY43	222
Q96CF2	233
P59074	171
Q96FZ7	201
Q8WUX9	453
Q9UBL0	812
Q86WX3	136
Q9H981	624
Q9P1U1	418
Q9C0K3	210
Q7RTS1	189
P53004	296
Q13489	604
P51813	675
P99999	105
Q12983	259
Q53S33	107
Q8TDL5	484
P15056	766
Q6PJG6	821
Q15059	726
Q06187	659
Q96A19	550
Q68D86	513
O95971	181
Q8N1F1	130
Q16581	482
Q7L1Q6	419
Q5VWW1	255
Q9NRR3	84
Q8N8Q1	229
P60827	252
Q6ZSU1	146
Q9P296	337
Q8N0U7	546
Q6P1W5	598
Q8IWZ6	715
Q8N888	145
Q5H9F3	1711
Q9H165	835
Q8N143	479
Q4VC05	210
Q9BQE9	202
Q8WUZ0	217
Q9Y276	419
P23560	247
P00414	261
Q8NDZ0	799
Q5T5X7	828
Q6ZU67	534
Q7L4P6	421
Q96KJ9	171
Q8NFU1	509
O15155	118
Q6P575	273
Q96MC5	204
Q9UBW5	565
Q9NQY0	253
Q5TH69	2177
Q96G01	975
P11509	494
P62952	87
Q7Z5Y6	402
Q9BQP9	254
O95861	308
Q8ND07	529
Q9Y5Q5	1042
P57737	925
Q96RK4	519
Q9Y6D6	1849
Q93088	406
Q9H694	974
P20813	491
O15392	142
Q13867	455
O95393	424
O75936	387
O95972	392
P36894	532
Q6ZN30	1099
P12643	396
Q9Y3E2	137
Q96DR5	249
P22004	513
Q9UPA5	3926
Q7RTU4	235
P55061	237
Q6AI39	1079
P55957	195
P11712	490
P46663	353
Q8TDH9	187
Q9NR09	4857
Q7Z465	357
P34820	402
Q8N8U9	685
Q8N9W6	283
Q96LC9	184
Q14692	1282
Q96FH0	119
Q9GZL8	116
Q9NPI1	651
P43251	543
Q9H0E9	1235
Q9NW68	430
Q9Y2F9	522
P51587	3418
Q96Q07	612
A6QL63	1104
O60566	1050
O43683	1085
Q3MJ40	725
Q96HQ2	116
Q8NDY6	225
C9JSJ3	638
Q9H2M3	363
P20853	494
P30411	391
Q9UL45	172
P54132	1417
Q9BWV1	1114
Q96IK1	185
P13497	986
Q8WYA1	636
O60238	219
Q12982	314
O14613	210
Q96GS4	357
Q96B45	105
Q14137	746
Q9NP55	256
Q12830	3046
Q8WUW1	75
Q5PSV4	323
Q8IWQ3	736
Q96NH3	1257
Q9H8M2	597
Q10589	180
Q9GZN4	317
Q9NY30	223
Q5VTR2	975
Q6UX41	500
A6NE02	478
P35070	178
O95415	125
Q9Y4F5	1589
O43684	328
Q9UHR4	511
Q6UXY1	529
Q6PI77	547
Q13323	160
Q9NZM4	1560
P22680	504
Q9NUP1	217
Q86UB2	503
P30043	206
Q8IZY5	108
Q7Z5W3	292
Q9NSY1	1161
Q7L3V2	364
P59827	614
Q86WA6	291
Q8N4F0	458
Q7Z569	592
P59051	145
P25440	801
Q96G97	398
O60477	761
P55201	1214
Q5W0U4	402
Q9H0C5	482
P78543	158
O43709	281
B2RXH4	712
O00481	513
A0A0D9SF12	145
Q96EE4	140
Q7Z3E2	898
Q9NV96	361
Q8WUD4	166
Q6ZVT6	689
Q96LX7	622
Q96ER9	411
Q92583	94
Q8IWA6	550
Q1T7F1	81
Q6NSX1	233
Q567U6	631
Q8N4L8	307
O95067	398
P51946	323
P32246	355
O75909	580
P41597	374
P51684	374
P32248	378
Q9C0I3	900
O60583	730
P86791	482
P21127	795
Q8IY42	314
Q96KX1	117
P21854	359
P31358	61
P40259	229
P15391	556
Q5ZPR3	534
P29016	333
Q13042	620
P27701	267
P11802	303
Q69YH5	1023
Q9BYE9	1310
Q5MAI5	379
A6NDU8	294
Q8N8D9	126
C9J3I9	102
P13688	526
O15078	2479
O94921	469
Q9P2H0	1117
Q16878	200
Q2WEN9	425
P08218	269
P08861	270
Q16739	394
B2RD01	187
Q9BZC1	486
A8MTB9	384
Q7Z692	300
P53567	150
P07199	599
Q03701	1054
Q96BT3	561
Q8IW35	865
P19835	753
Q7L2Z9	268
Q53EZ4	464
O95813	267
Q9H6K1	298
Q76N32	757
Q8NHQ1	597
O15182	167
Q49MI3	558
Q9H8W2	130
P27544	350
P0C7V0	271
Q8N0U6	118
P0C671	652
Q8N319	242
Q5TEZ4	76
A8K010	186
Q96MT4	127
Q7Z4U5	140
Q96MT7	1854
P0CG37	223
Q6ZTR5	3187
Q8N1V2	620
B2RV13	164
Q9UEE9	299
P00746	253
Q0VF96	1302
Q96CB5	159
P36222	383
Q8N4T8	237
Q3MIR4	351
Q6P1S2	294
Q3SXR2	165
Q9BV29	185
Q8N5R6	958
H3BNL1	204
Q8IW40	242
P62955	275
Q8N998	374
A2RUB6	948
P06307	115
P80075	99
Q8IX05	232
Q15762	336
O43866	347
P14209	185
A6H8M9	788
P30260	824
Q96Q40	435
Q07002	474
Q9BXL8	241
Q96FF9	252
Q6ZTQ4	885
P60953	191
O95674	445
O14627	284
Q9Y232	598
P24941	298
Q569G3	176
Q5SW79	1584
A6NFR6	353
P0CG36	223
Q8NEG2	295
Q6ZU64	1925
A5D8W1	941
Q6UXA7	325
P05156	583
Q5T4I8	152
Q6UWU4	347
Q6P047	294
Q6PH81	154
P00374	187
P04798	512
Q7Z449	544
Q9Y6A2	500
Q9BV73	2442
Q02928	519
Q8N1L4	340
Q9HCH3	593
A2RUQ5	167
Q0P5P2	114
Q8NE35	698
Q9BZP3	86
Q96N68	181
Q68DL7	685
J3KSC0	135
P42575	452
Q8ND23	1372
P42574	277
P53634	463
Q9H9S4	337
A6NHX0	329
Q6NZI2	390
Q569K6	752
O00257	560
O95503	412
P13994	396
H7C350	402
A0ZSE6	113
Q96BT1	292
A1A4F0	135
A6NLC5	250
Q6ZRV3	163
Q2M329	555
Q9BR77	488
Q9UFE4	941
O00175	119
P14635	433
P24385	295
Q16589	344
P30279	289
P41002	786
P51685	355
Q9UQ88	783
P48509	253
Q5M9N0	1113
A8MXV6	281
Q13740	583
P11912	226
P16671	472
P10747	220
P42081	329
O95400	341
P34810	354
P30203	668
Q9HBB8	845
Q9BWT1	371
P47902	265
Q96GV9	206
Q16667	212
Q14004	1512
Q9C0D2	2601
P05937	261
P0DP25	149
Q9BX69	1037
Q16568	116
O15234	703
Q9NXV6	580
Q66K79	652
Q8IUK8	224
Q6UW01	205
Q96M89	665
Q96MF4	163
Q6ZP82	1450
P83916	185
Q96CT7	223
Q5T5S1	534
Q96BQ5	260
Q52MB2	194
Q9HC52	389
A1A4V9	331
P0CE67	100
F5H4A9	247
Q15834	202
O95273	360
O60359	315
Q99731	98
Q53HC0	331
O15444	150
Q8IV13	435
Q5T5M9	372
Q9ULG6	757
P51681	352
O60563	726
Q6ZRC1	276
C9J302	202
P20138	364
O75794	336
Q9BWV3	514
Q8IWY9	1227
P26842	260
P06127	495
P06729	351
Q00526	305
Q9BWU1	502
Q00532	358
P42772	138
Q99626	313
Q0P641	193
Q86V15	1759
P15086	417
Q96IY4	423
O75976	1380
Q8NEF3	446
P22681	906
Q8NFR7	591
Q14781	532
Q8IWP9	274
A6NF36	153
P45973	191
O95931	251
Q49A88	953
Q8NEL0	328
Q2TAC2	916
Q9BQI4	270
Q96M95	316
Q8TC90	406
I3L3R5	266
Q96MW1	224
Q96A33	483
Q7Z6B0	441
O00585	134
Q8TAB7	109
P20248	432
P46092	362
Q8WWL7	1395
Q96S94	520
P22674	350
Q15078	307
Q01151	205
Q13319	367
P08962	238
P09326	243
P09693	182
P01730	458
P21926	228
Q99618	268
Q96JP9	859
P38936	164
P46527	198
Q92903	461
P42773	168
Q15517	529
Q9BXF3	1484
P31997	349
Q86SI9	138
Q5SZL2	805
O95319	508
Q8N2Z9	138
Q9HCU4	2923
Q8IZ16	206
Q6ZTY9	151
P08603	1231
Q6ZP65	573
Q6ZT62	677
P10632	490
Q13075	1403
P78537	153
Q6QNY1	142
Q6QNY0	202
P18075	431
O00327	626
Q13873	1038
Q01954	994
Q53HL2	280
P12645	472
Q969J3	196
Q9UKI2	254
P12644	408
P50747	726
Q9HCU9	246
O14981	1849
Q8TDN6	353
A0A1B0GUI7	84
P62324	171
P78410	334
Q7Z6A9	289
Q8N1D0	253
Q6NUI1	221
Q9NS00	363
Q53TS8	623
Q6UB35	978
Q9BXJ1	281
Q6ZMU1	363
Q9NRR8	79
Q9BXJ0	243
Q9NZU7	370
Q9H7X2	142
O00305	520
Q13634	790
Q9H159	772
P19022	906
Q9ULX7	337
P55283	916
Q8N4J0	409
P51878	434
Q9UBX1	484
P55210	303
P43234	321
Q5BKX8	364
P04040	527
P25774	331
P07339	412
P51636	162
A8MZ97	194
Q8IVU9	208
Q9NWW7	574
Q6ZSB3	139
A6NCS6	295
Q5U5Z8	902
P48052	419
Q8NEM8	1001
Q5VU57	503
Q9UK00	162
Q9NTU7	201
Q9H0I3	377
Q86UF4	302
Q8NCU4	936
P0DO97	292
P0C7W6	258
A0A1B0GTZ2	297
Q0VFZ6	552
Q5BJE1	867
Q494R4	210
Q8IYE1	715
Q96LY2	380
Q96PX6	553
Q96HJ3	373
Q9Y6R9	512
Q9BXT2	260
Q9NUG4	571
P78556	96
P51671	97
Q9NRJ3	127
P24863	283
P51686	369
Q5BLP8	95
Q8WVX3	66
Q8N1A6	199
Q8N6Q3	437
Q99467	661
P09564	240
P13987	128
P29965	261
P29017	333
P16070	742
P04234	171
P01732	235
Q5VXM1	449
Q9UJX2	597
P32970	193
Q9H305	208
Q00537	523
O95180	2353
Q9P0X4	2223
Q16790	459
Q9HA72	323
Q8N3J6	435
P06881	128
O43852	315
Q96LZ3	170
Q5T5Y3	1602
O15484	640
Q5VZK9	1371
Q05329	585
P08311	255
Q14790	479
Q13938	275
Q96KX2	299
P41180	1078
Q5NE16	218
Q8WTX7	329
Q8NAP1	163
P15085	419
Q13191	982
Q9H6E4	229
P0DN79	551
P35520	551
Q9P0B6	97
P16152	277
Q9UNH5	594
A6NC98	1476
Q5JTY5	395
Q6ZUJ4	267
Q5T9S5	1454
Q6ZRK6	1079
A2IDD5	438
Q16627	93
P53701	268
Q8N4S0	544
Q9H0W5	538
Q9NVE4	849
Q8WXS5	425
P13501	91
Q5VVM6	783
P49662	377
P19113	662
Q9UBR2	303
Q7Z7H3	387
P47755	286
A6NCI8	922
O60911	334
Q96LR7	162
Q8N535	108
Q6UXQ4	117
Q8NDL9	886
Q9HBI5	128
Q96JN2	1154
Q96M63	670
Q96NT0	180
Q8IYX3	613
Q6TFL3	1326
Q8NCX0	1101
Q9GZT6	254
Q5T0U0	273
A6NGH7	325
Q9BUN5	200
Q8N715	623
Q5JPI3	329
Q0P6D6	951
A0A1B0GTC6	90
Q4VC31	144
Q96M83	1385
P13236	92
P22362	96
Q8WXS4	190
P48745	357
P78396	465
P51679	360
Q6ZMN8	369
O96020	404
Q8N1B3	248
P51959	295
Q5T2Q4	361
Q6YHK3	1445
O14618	274
Q99440	93
P20963	164
P19397	219
Q9BZW8	370
P60033	236
Q16543	378
Q9BRK5	362
Q8WWF1	131
Q5SR53	167
Q3SY05	128
Q8TC20	777
O60840	1977
P35218	305
Q05682	793
Q08289	660
Q8NFZ8	388
P40121	348
Q86VP6	1230
Q8WVQ1	401
P07384	714
Q9Y6Q1	641
P05814	226
Q99259	594
P43235	329
O14958	399
P52907	286
Q53S99	150
Q6ZV80	131
Q6P9G0	228
Q2NKX9	166
O95810	425
Q9UI42	421
Q96MI9	1066
P14384	443
P15169	458
P23435	193
Q8IVL8	374
Q92793	2442
P16870	476
Q9UPW5	1226
Q6ZUS6	474
Q96HB5	630
Q4V339	395
H3BU77	68
Q9P1Z9	1701
Q5TID7	509
P0C7I6	297
Q8IYK2	499
Q9Y698	323
Q6UXH8	406
Q9Y3X0	531
Q8N3J3	647
Q6ZR85	190
Q96L46	248
Q15125	230
Q9UNS2	423
Q92905	334
O95672	775
Q9H8E8	782
Q13011	328
Q9NTX5	307
P30084	290
Q96S65	589
Q08426	723
Q8WYN3	585
P42126	302
O75521	394
Q5VYK3	1845
O94769	699
Q12996	717
O94985	981
Q9GZN8	174
Q9H4D0	955
O60676	142
P0C5K6	33
Q05048	431
Q8N268	126
A1L168	122
Q8WUE5	264
Q5JQC4	288
P0C2W7	299
O75638	210
Q2NKJ3	1217
Q8WYA6	563
Q9Y5B0	961
Q9GZU7	261
O15194	276
Q86UF2	777
P16410	223
O14681	340
P01034	146
Q6ZPD9	716
Q9BU20	258
P08684	503
F2Z3M2	114
Q9BSJ5	609
Q8TCG5	803
A4D0V7	1026
Q96BA8	519
P17927	2039
Q6FI81	312
Q01094	437
Q494W8	412
Q14209	437
O00716	465
P06850	196
P07320	174
Q8WXF5	182
Q9P021	101
O75462	422
Q6ZTU2	488
Q5TZA2	2017
P46108	304
Q8IVE0	287
Q9HCS5	686
Q9H336	500
Q9UBG3	495
Q9H3Y0	253
O75718	401
P02489	173
Q9NSK7	152
Q9UFG5	118
Q6RUI8	117
Q5BKX5	351
A6NCJ1	209
Q9NVV2	129
C9J6K1	198
Q5T4H9	136
Q9Y600	493
Q6XLA1	102
Q5T3F8	832
P48664	564
A0A140G945	173
Q9Y2W7	256
P09603	554
P0DML3	217
P04141	144
P68400	391
Q8WXD9	1431
Q8WXE0	1202
Q8NEV1	391
Q56P03	285
Q13098	491
Q00534	326
P50613	346
P55273	166
Q9Y6F8	540
Q7Z6I8	188
Q52M75	96
Q5TB80	1403
Q9H211	546
Q96ST8	783
Q9HC77	1338
Q96MT8	703
Q96LK0	163
Q5T6M2	205
Q96G23	380
Q8NDM7	1665
Q9P0P8	240
Q6V702	233
Q4VX62	202
P0DN87	165
Q6ZUL3	223
E5RJ46	101
Q16880	541
P32929	405
Q96KT6	92
Q8TAZ6	248
Q8IZR5	234
Q96DZ9	223
Q8IZV2	173
Q9UBR5	152
Q8N8Q8	333
Q05923	314
Q49B96	90
Q96I36	57
P00395	513
Q7Z3J2	963
P05093	508
Q9H693	158
P98187	520
P10635	497
P05181	493
P13584	511
Q86YF9	867
O75881	506
Q9HB55	503
Q9NYL5	469
Q8NEP4	570
Q8N4C9	275
Q8IZN7	70
Q8WUS8	393
Q15828	149
Q14118	895
Q86T65	1068
Q9H1M4	99
Q30KQ9	67
Q7Z7B7	95
Q8NES8	71
Q92904	295
Q9H9R9	158
Q96EP5	407
Q8NFT6	615
A6NGE4	600
P0C7V8	631
Q5QP82	559
Q5T6F0	453
Q6ZNG2	339
Q5VU92	463
P61962	342
Q8N8Z6	715
Q96PD2	775
Q8IU60	420
Q96C86	337
Q96SD1	692
Q9BTE1	182
P06132	367
Q9NUU7	478
Q9UMR2	479
O95865	285
P35638	169
Q9BUQ8	820
Q96D03	193
Q9H223	541
Q9UI10	523
Q9NWV4	160
Q9NRR1	136
Q30KR1	87
Q30KQ6	69
Q5J5C9	76
Q13117	558
O43293	454
Q8WV16	495
Q96JK2	942
O15075	740
Q9C098	648
P32321	178
O75935	186
Q9NQC7	956
Q9H9B1	1298
Q96J86	154
P59861	70
Q30KQ1	61
Q8N688	67
Q9UIK4	370
Q8TCX1	351
Q58WW2	860
M0R2J8	1783
Q13409	638
Q9NPI6	582
P43897	325
Q9NZC4	300
Q6ZN68	376
Q8N104	65
Q6NUT2	758
Q9H1M3	183
Q8N136	415
Q30KQ4	102
Q96PH6	123
Q4QY38	66
Q30KP8	78
Q8N687	156
Q9BYW3	111
A6NH13	148
Q8NA75	395
Q9UK59	544
Q9NV06	445
Q10586	325
Q5TAQ9	597
Q9NXF7	216
Q5H9S7	520
Q8WVC6	231
Q9Y4B6	1507
Q9UHG0	476
P43146	1447
O14576	645
Q6PH85	259
Q15438	398
P01040	98
Q69YQ0	1117
P0CZ25	163
Q6NXN4	242
P08174	381
Q5D0E6	543
Q8WXU2	420
O75553	588
Q9UN19	280
Q30KQ8	113
Q9UER7	740
Q9NQZ3	744
Q9NR90	486
Q86SG3	579
Q9UBU7	674
Q9UJU6	430
P53355	1430
P35663	651
Q14093	348
Q9UIA0	394
Q0D2K5	195
O00622	381
O60759	359
Q96B18	629
P61803	113
P0C864	163
P98082	770
Q99418	400
Q63HQ2	1017
P01036	141
Q8N9W5	541
A6NKP2	422
Q9NYF0	836
Q86Y56	855
Q96M78	137
Q96AC1	680
Q4L180	1135
Q96C11	551
Q9BYE0	225
Q14318	412
Q96DP5	389
P49354	379
Q9P278	1114
Q99853	325
Q9BZS1	431
P25089	353
Q6ZUU3	175
P26583	209
Q6P4F2	186
Q96RJ6	166
Q8NA97	138
P02771	609
P16591	822
Q9GZV9	251
A0PJY2	475
Q9BQS7	1158
Q5JSP0	725
Q8TBJ5	459
Q92915	247
Q8N441	504
P08620	206
Q02985	330
P22607	806
O60774	539
Q8TF40	1166
P49356	437
Q8WW38	1151
Q05932	587
O75593	365
Q12951	378
Q08050	763
O43638	330
Q9P2B2	879
Q8WU20	508
O43559	492
Q5SZK8	3169
Q5H9T9	825
Q7Z6J6	570
O14926	492
Q9NQT6	498
Q9BXM9	530
O15347	200
Q8WW32	186
Q8NDV2	337
Q9UPC5	381
Q494R0	122
Q12805	493
Q86XK2	927
Q9HCM7	1045
O94952	628
Q9NWN3	711
Q8NEA4	188
Q9NVF7	368
Q9HAH7	460
Q6DN72	434
O14842	300
O15552	330
O14843	346
Q5NUL3	377
P11362	822
P21781	194
B1AJZ9	1412
Q9BXU8	183
P0C7X4	201
Q5D862	2391
Q14254	428
Q06828	376
Q5VTL7	733
Q5VW36	1801
O00602	326
Q6PJ61	603
P55899	365
Q96LA5	508
Q9UJT9	491
Q96CD0	374
P35556	2912
Q9BSK4	669
Q92562	907
Q92496	578
Q9BXR6	569
Q9Y543	173
Q6PIW4	674
Q5TA89	166
Q13642	323
P02751	2386
Q96SL8	496
A5D6W6	292
Q8N6M3	262
Q5T1M5	1219
O95302	570
Q00688	224
B3EWG6	89
Q9UPI3	526
F2Z333	226
P14207	255
P41439	243
Q96SC8	542
Q14565	340
P11532	3685
Q8TD57	4116
Q8TE73	4624
Q14204	4646
Q9Y463	629
Q0VDD8	3507
Q92630	601
Q9NR20	520
P62879	340
P50395	445
P11161	476
Q13347	325
O75822	258
Q96BJ8	720
Q99607	663
O00472	640
Q9HB65	397
Q9GZR5	314
Q8N336	334
O95834	649
Q5T6L9	678
O94868	740
P08637	254
Q15485	313
Q9UK99	471
Q8WWV6	532
P06734	321
Q9UKT7	428
Q02790	459
Q9Y680	222
Q7Z7B0	1213
Q9NZ56	1722
Q96PY5	1086
P49326	533
Q9HBA9	442
Q8TBE3	224
Q8N3X1	1017
Q8IX07	1006
O60548	495
Q12952	345
A9Z1Z3	1794
A0AVI2	2057
Q2WGJ9	1857
Q9BZ68	369
Q6PIV2	292
O15353	648
Q96NZ1	517
O95073	299
Q14CM0	1322
Q9P0K9	344
A6NHQ2	334
Q8NEZ5	403
Q5XUX1	488
Q6X9E4	464
Q9UH90	709
P24071	287
Q6P3S6	717
Q9UKT5	387
Q9UKA1	691
Q13630	321
P07332	822
Q8TAL6	211
Q5GLZ8	1057
Q15011	391
Q9BSE4	406
P55075	233
P49789	147
Q5TGS1	186
Q9BVA6	458
A6NMB9	653
Q08830	312
Q96HZ4	224
Q14192	279
P02671	866
P36888	993
Q68DA7	1419
P0C7T7	363
Q06787	632
Q9BXL5	484
O15520	208
Q9UHY8	353
Q96M96	766
P05981	417
O43320	207
P11487	239
Q5TD97	284
P10767	208
P21802	821
Q03591	330
Q9C0D6	1143
P02679	453
Q86VR8	437
Q9H9S5	495
Q13045	1269
Q96HJ9	113
Q99518	471
Q9NZU1	646
Q5VTH2	177
E5RQL4	147
Q9UJU5	478
Q8TB52	745
Q0JRZ9	810
Q9HCC6	221
P62942	108
O75344	327
O75072	461
P26885	142
Q01740	532
B3EWG3	89
Q8IVF7	1028
Q9H479	309
P98177	505
P21462	350
O75474	233
Q16595	210
P14324	419
O00409	490
P39748	380
Q9HCT0	170
P61328	243
Q6ZNL6	1462
O76093	207
O95750	216
P12034	268
Q9Y613	1164
P05230	155
Q9NP95	211
Q9UBX0	185
Q96AY3	582
P68106	108
Q9UIM3	349
Q01543	452
B3EWG5	89
P41223	144
P15538	503
P11586	935
P02746	253
P02747	245
Q5T0F9	858
Q9BXJ3	329
Q9BXI9	278
Q9BXJ2	289
Q9BV19	199
Q5T5A4	169
Q8N6N3	182
Q5VVS0	124
Q5VUE5	145
Q8NEQ5	155
Q5SNV9	1468
A1L170	272
Q9BTV7	478
Q9NX04	203
O00555	2506
Q9NPB3	220
Q00975	2339
P55285	790
Q86Y37	369
Q9BXU9	219
P55286	799
Q86UP0	819
P43155	626
Q5T440	356
O75493	328
O43570	354
P22748	312
P23280	308
Q8TD86	181
Q96L12	384
P0DP23	149
Q01518	475
P49069	296
Q9H257	536
P55212	293
P07858	339
Q13166	79
Q92851	521
Q9BXY5	557
Q8N5S3	287
P07711	333
Q9Y646	472
Q9ULV8	474
Q8N5N4	141
Q96M34	536
Q9C0J9	482
Q02318	531
A1A5D9	508
Q13490	618
Q5H9B9	411
P35226	326
P17213	487
Q7L576	1253
Q9HAW0	419
Q075Z2	132
Q6UXE8	466
Q6UXG8	535
Q5XKL5	378
Q86VB7	1156
Q6P1N0	951
Q86Z23	238
Q9NPY3	652
Q9BXJ4	246
P20851	252
Q9NZP8	487
Q9P2K1	1620
P33076	1130
Q8IZS8	1091
Q5VU69	101
Q8WTZ4	195
Q8N1I8	211
Q9NSG2	853
Q9NP86	173
P12830	882
Q9H251	3354
Q13137	446
O00478	584
Q96K17	158
Q99622	126
P0DN25	315
Q13111	956
Q13112	559
Q9Y6N8	788
Q8N5C1	309
Q5R3K3	315
Q8N1Q1	262
P55291	814
Q8IU99	346
Q16602	461
Q8NCB2	501
Q9P1Y5	1249
P20160	251
P57730	90
Q6P4E1	433
Q96PB1	797
P31944	242
P55211	416
Q03135	178
Q8N350	705
P08185	405
Q969G5	261
Q8N4T0	437
Q9Y3M2	126
A6NI87	242
Q8ND61	904
Q17RM4	750
Q8NDH2	2452
Q8IWD4	279
Q6PII3	467
P0C221	793
A5D8V7	595
A6NI56	674
Q13185	183
Q9C0B6	783
P20290	206
Q6UWJ8	174
Q96L14	293
Q9BXJ5	285
P04003	597
Q6DHV5	1058
Q9H246	121
Q8N6G1	96
Q8NC38	126
Q8TAB5	229
Q8TDN4	633
Q8N9H9	656
Q13936	2221
Q8IXH8	832
P55289	794
O75309	829
P17655	700
A8MX76	684
Q9ULU8	1353
Q9BXL7	1154
Q96LW7	228
P29466	404
P07498	182
P09668	335
Q8WUQ7	758
Q6UXS9	341
Q58F21	947
Q7KYR7	527
Q13895	437
Q8IYA2	1237
Q8NCU7	369
A6NLJ0	364
Q96EU7	318
P09871	688
B7Z1M9	353
Q9BWL3	253
Q6ZS94	237
Q5SVJ3	147
O95561	183
Q9Y376	341
Q86V35	215
P00915	261
Q9ULB4	789
Q5VU97	1274
Q8N126	398
P27797	417
P20807	821
Q6MZZ7	669
Q86UW7	1296
Q9BXL6	1004
Q96F07	1278
P59826	476
O95696	1058
Q8TDC3	778
Q6RI45	1802
Q8WY22	251
Q96KE9	485
Q13410	526
Q8WVV5	523
Q96KV6	586
Q5T3Y7	98
Q99643	169
A0A1B0GU71	98
Q8TCZ2	262
Q9UKL3	1982
Q9H425	327
Q9H8G2	361
Q8N1D5	194
Q5T0J3	134
A0A0U1RR37	186
Q9NY47	1150
P57796	275
Q9UJ99	828
P55287	796
P55290	713
O43497	2377
P40123	477
Q9HC96	672
Q86X55	608
Q14511	834
O15528	508
Q15582	683
Q6NZY7	148
P22003	454
Q3C1V8	233
Q8WZ55	320
O75150	1001
P46736	316
Q6PL45	260
A2RUR9	1427
P19099	503
Q13901	141
Q9NR16	1453
Q7Z5L3	287
Q9H0H9	118
Q8WWF8	208
Q5XLA6	110
Q8N187	725
Q96CA5	298
Q9UMX3	212
O00238	502
Q9H3K6	86
Q6PGQ7	559
Q9H3Q1	356
Q8NFQ5	453
Q00587	391
Q8NFQ6	507
P32247	399
O60885	1362
Q10588	318
Q5VW32	411
Q9ULD4	1205
Q14201	252
Q9P203	1132
Q9BSF8	475
P0C862	333
P02745	245
O14569	222
P00736	705
P35219	290
Q13939	588
P27824	592
Q9NSI6	2320
P38398	1863
Q76B58	766
Q9BX70	525
Q9UIR0	455
A8MVZ5	291
Q32M84	506
C9JJ37	291
Q9UBR1	384
Q69YN2	538
B2RNN3	333
Q2TBE0	894
Q8TF44	421
Q9Y426	696
Q4AC94	2353
Q86YS7	1000
Q9Y6E2	419
P21730	350
Q7Z3S7	1137
Q5T7R7	199
Q5TEV5	83
Q5TG92	126
Q5JVX7	400
Q96MC9	270
Q96HA4	380
Q9P1Z2	691
Q96KC9	395
O75952	493
Q15878	2313
Q12864	832
Q9BY67	442
P27482	149
P0DP24	149
Q08AD1	1489
Q9NYX4	217
Q9UMQ6	739
O75052	506
Q6ZSI9	719
Q9Y6W3	813
A6NHC0	703
O14815	690
P63098	170
Q14444	709
Q6IMN6	1127
P47756	277
Q9BWT7	1032
Q9BRD0	619
Q07021	282
O14523	706
O75973	258
Q4G0S4	372
Q96MC4	621
Q9Y5P4	624
Q96LT6	269
Q8IYL3	243
Q8NAE3	123
Q8NDD1	293
Q5JT78	98
B1AJZ1	125
Q5VVC0	180
Q8IVY1	113
Q9Y6J0	2220
P54289	1103
P54284	484
Q6ZSJ8	110
Q9HBT6	801
Q9ULB5	785
Q01668	2161
Q9NS85	328
Q86XJ0	344
Q5JW98	314
P07451	260
P22223	829
Q9Y2D0	317
P33151	784
P01258	141
Q13698	1873
P22676	271
Q02641	598
Q96GE6	196
Q9NZT1	146
P10092	127
P30988	508
O75155	1236
O75808	1086
P04066	466
Q3SYB3	417
Q9BT04	418
O14976	1311
A6NGK3	116
Q4V321	117
P87889	666
O75899	941
P63130	666
O14558	160
Q9BQS6	159
O75879	557
P86397	168
Q99081	682
Q86XA9	2040
Q9P2D3	2071
Q92743	480
O43464	458
P83110	453
P83105	476
Q8TDB4	240
Q8IVP5	155
Q96D09	838
P54826	345
P32239	447
Q10472	559
Q9UJY1	196
Q9BUP3	242
Q8N5D6	347
Q9BY60	117
Q8WZA8	35
Q01362	244
Q9UKA2	621
Q7L513	359
Q6BAA4	426
Q9UKT8	454
P31512	558
Q9BVV2	318
Q53EP0	1204
Q4ZHG4	1894
Q9H6D8	234
Q8NAU1	212
Q8TC99	324
Q12948	553
P01100	380
O95684	399
P58012	376
Q8IVH2	680
Q92837	279
Q9Y2L6	1034
P02792	175
O95633	263
P09429	215
Q68CZ1	1315
Q9Y231	359
Q8NI29	283
P31994	310
Q6PIJ6	1188
O75015	233
Q969P5	355
Q9UK97	447
Q5FWF7	155
Q9UKC9	423
O14526	889
Q96P31	734
Q9Y324	198
Q8N531	539
Q9NRD1	293
Q969H0	707
Q8N3Y1	598
P49771	235
A8MYX2	175
O43155	660
Q9NZU0	649
Q8N0W7	255
Q9UGQ2	172
O14772	607
Q16676	465
Q5VV16	416
P22083	530
Q96CP2	140
Q9NXK8	326
Q13066	116
Q4V326	110
Q9UFP1	575
Q9UBC7	116
Q9HDB9	667
P47211	349
Q6ZQN5	318
Q96NB1	174
Q9H334	677
P10072	659
P25090	351
Q86XX4	4008
A8MWK0	482
P01225	129
O95876	746
P52926	109
Q9BTV5	496
Q12841	308
Q8N461	479
Q8IWF2	684
Q14802	87
Q96DB9	178
Q9H0Q3	95
Q9BYC5	575
Q6P4F1	479
P19526	365
P63126	666
Q06546	454
Q6UWH4	519
Q8NB37	220
P34059	522
